q0p0;q0p1;q0p2;q1p0;q1p1;q1p2;s[0, 3];s[0, 4];s[0, 5];s[1, 3];s[1, 4];s[1, 5];s[2, 3];s[2, 4];s[2, 5];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8
49;10;46;26;23;31;57;58;67;34;13;33;68;69;71;13;33;34;57;58;67;68;69;71
19;27;43;14;33;9;16;40;26;25;53;24;43;59;41;16;24;25;26;40;41;43;53;59
4;21;39;37;20;26;27;13;21;47;30;38;67;45;57;13;21;27;30;38;45;47;57;67
34;2;4;16;45;4;42;67;34;9;36;-10;16;48;-10;-10;-10;9;16;34;36;42;48;67
42;28;23;16;36;19;49;71;55;37;53;40;39;42;31;31;37;39;40;42;49;53;55;71
13;36;44;19;34;36;19;38;32;39;61;67;52;67;80;19;32;38;39;52;61;67;67;80
5;25;46;45;15;39;45;15;36;60;23;53;71;44;69;15;23;36;44;45;53;60;69;71
38;18;37;43;30;12;63;55;50;54;47;21;64;60;31;21;31;47;50;54;55;60;63;64
23;39;36;21;43;28;40;60;44;55;81;60;48;67;61;40;44;48;55;60;60;61;67;81
5;41;19;6;31;47;6;28;52;44;70;87;9;34;57;6;9;28;34;44;52;57;70;87
33;24;0;3;7;26;32;27;39;19;12;31;-8;-10;15;-10;-8;12;15;19;27;31;32;39
30;48;26;13;25;1;30;40;14;41;69;43;34;34;16;14;16;30;34;34;40;41;43;69
12;3;26;0;17;41;-6;9;35;-12;17;26;8;42;55;-12;-6;8;9;17;26;35;42;55
12;0;40;12;7;44;7;1;36;8;-7;38;38;42;74;-7;1;7;8;36;38;38;42;74
31;7;47;44;39;36;67;70;54;43;46;37;81;77;66;37;43;46;54;66;67;70;77;81
16;20;42;47;10;22;59;10;19;60;21;23;78;41;47;10;19;21;23;41;47;59;60;78
4;15;2;35;35;16;19;33;19;32;47;16;23;34;1;1;16;19;19;23;32;33;34;47
7;41;19;2;9;25;-1;14;26;42;49;48;10;21;41;-1;10;14;21;26;41;42;48;49
41;44;5;19;13;16;45;52;50;47;52;59;18;12;19;12;18;19;45;47;50;52;52;59
13;38;49;2;27;10;3;34;12;31;61;48;33;58;59;3;12;31;33;34;48;58;59;61
22;25;41;12;2;47;29;24;52;21;24;64;48;29;80;21;24;24;29;29;48;52;64;80
42;28;21;31;41;2;57;70;27;41;57;25;41;61;4;4;25;27;41;41;57;57;61;70
22;49;42;9;18;8;26;30;21;51;60;54;40;41;45;21;26;30;40;41;45;51;54;60
18;37;31;8;7;40;13;20;43;28;34;58;30;29;68;13;20;28;29;30;34;43;58;68
21;47;42;4;38;10;16;58;13;39;76;46;39;60;51;13;16;39;39;46;51;58;60;76
44;46;8;18;9;38;44;38;70;47;51;69;6;8;35;6;8;35;38;44;47;51;69;70
15;5;9;24;49;0;39;59;5;25;43;-4;17;46;3;-4;3;5;17;25;39;43;46;59
1;37;48;16;2;19;4;-6;12;51;38;42;50;40;65;-6;4;12;38;40;42;50;51;65
33;30;36;26;23;42;41;50;68;44;42;55;55;41;74;41;41;42;44;50;55;55;68;74
36;37;21;31;39;16;56;68;37;63;72;39;45;54;18;18;37;39;45;54;56;63;68;72
38;11;19;7;12;11;43;44;34;4;16;19;23;27;14;4;14;16;19;23;27;34;43;44
37;48;16;13;23;48;46;59;84;58;53;79;17;27;53;17;27;46;53;53;58;59;79;84
30;41;36;1;31;34;30;52;44;30;53;71;33;59;57;30;30;33;44;52;53;57;59;71
32;49;3;11;7;43;39;31;74;45;51;83;6;-6;40;-6;6;31;39;40;45;51;74;83
31;36;27;24;36;16;38;67;45;51;57;41;32;53;36;32;36;38;41;45;51;53;57;67
18;14;9;36;45;15;44;49;17;37;47;23;39;47;19;17;19;23;37;39;44;47;47;49
32;37;38;49;35;37;78;56;55;79;66;60;81;62;65;55;56;60;62;65;66;78;79;81
27;26;9;24;49;2;50;68;28;47;57;19;32;56;-9;-9;19;28;32;47;50;56;57;68
0;28;47;2;1;36;-11;-6;29;14;23;48;42;42;83;-11;-6;14;23;29;42;42;48;83
39;20;42;14;28;40;33;58;68;27;33;58;52;57;71;27;33;33;52;57;58;58;68;71
23;14;23;7;31;26;17;38;43;18;30;23;23;44;36;17;18;23;23;30;36;38;43;44
8;1;26;37;14;6;26;14;12;37;-3;-2;55;40;12;-3;-2;12;12;14;26;37;40;55
4;38;17;38;46;13;28;33;-1;69;84;41;38;43;30;-1;28;30;33;38;41;43;69;84
4;17;34;6;14;22;-10;0;20;23;14;29;23;40;50;-10;0;14;20;23;23;29;40;50
10;33;11;39;25;38;48;27;38;63;39;61;42;18;35;18;27;35;38;39;42;48;61;63
8;46;21;5;45;10;-1;51;6;44;81;44;23;56;15;-1;6;15;23;44;44;51;56;81
16;15;12;6;5;4;2;6;15;17;6;5;-2;15;10;-2;2;5;6;6;10;15;15;17
40;49;5;5;17;39;28;57;59;34;46;81;1;4;33;1;4;28;33;34;46;57;59;81
40;43;36;20;16;32;44;51;70;56;44;73;48;48;63;44;44;48;48;51;56;63;70;73
24;33;47;1;29;32;9;44;53;28;42;60;35;62;67;9;28;35;42;44;53;60;62;67
46;10;39;43;27;1;83;66;40;37;18;0;69;54;31;0;18;31;37;40;54;66;69;83
1;12;48;33;29;30;25;15;25;32;39;30;78;70;76;15;25;25;30;32;39;70;76;78
1;22;36;47;26;14;39;21;3;64;39;16;72;53;31;3;16;21;31;39;39;53;64;72
27;35;22;43;42;10;56;56;37;58;62;35;48;63;29;29;35;37;48;56;56;58;62;63
21;7;40;45;45;29;46;56;32;42;43;29;84;73;67;29;32;42;43;46;56;67;73;84
41;37;5;23;12;24;53;52;65;53;37;59;23;17;13;13;17;23;37;52;53;53;59;65
47;22;7;36;3;13;63;40;47;39;23;15;29;-3;5;-3;5;15;23;29;39;40;47;63
28;7;1;1;20;6;21;46;18;4;27;4;-7;5;-13;-13;-7;4;4;5;18;21;27;46
48;17;6;10;13;23;50;54;68;25;16;31;3;15;16;3;15;16;16;25;31;50;54;68
31;28;41;7;1;6;31;15;36;20;19;19;35;28;44;15;19;19;20;28;31;35;36;44
30;49;1;45;42;9;67;54;21;78;85;38;46;39;0;0;21;38;39;46;54;67;78;85
10;36;6;14;9;23;7;16;30;39;39;57;6;11;12;6;7;11;12;16;30;39;39;57
28;25;15;0;7;20;25;16;36;9;28;25;-1;6;24;-1;6;9;16;24;25;25;28;36
21;15;9;18;25;9;34;36;25;23;28;11;24;23;9;9;11;23;23;24;25;28;34;36
46;29;30;25;43;22;70;83;58;46;72;49;46;57;39;39;46;46;49;57;58;70;72;83
16;20;12;15;11;22;23;22;21;31;31;28;27;15;28;15;21;22;23;27;28;28;31;31
48;17;12;10;13;37;55;43;66;26;22;47;8;5;40;5;8;22;26;40;43;47;55;66
41;47;22;36;9;36;70;38;66;68;49;78;54;17;53;17;38;49;53;54;66;68;70;78
46;18;9;15;12;36;61;53;67;14;20;39;11;7;30;7;11;14;20;30;39;53;61;67
6;42;47;27;21;37;18;10;40;69;52;65;74;56;70;10;18;40;52;56;65;69;70;74
34;31;11;30;48;0;60;72;27;49;59;29;37;57;-7;-7;27;29;37;49;57;59;60;72
12;30;15;16;39;40;23;51;36;31;53;52;19;35;52;19;23;31;35;36;51;52;52;53
24;42;9;0;16;20;20;40;36;25;58;60;-10;16;22;-10;16;20;22;25;36;40;58;60
15;42;10;0;6;39;-2;2;54;30;33;77;8;8;46;-2;2;8;8;30;33;46;54;77
28;42;37;21;13;32;48;30;45;60;44;60;47;50;54;30;44;45;47;48;50;54;60;60
27;34;43;37;26;27;46;44;47;64;45;42;71;52;60;42;44;45;46;47;52;60;64;71
35;40;6;18;10;26;44;27;50;44;32;62;24;13;31;13;24;27;31;32;44;44;50;62
11;6;23;5;29;0;-1;33;-9;-4;22;-7;20;49;15;-9;-7;-4;-1;15;20;22;33;49
12;5;5;45;35;48;39;46;44;31;29;51;32;30;35;29;30;31;32;35;39;44;46;51
2;34;30;40;2;10;27;-12;-1;69;29;34;63;15;28;-12;-1;15;27;28;29;34;63;69
46;4;21;42;48;9;87;91;47;41;34;5;53;58;10;5;10;34;41;47;53;58;87;91
44;34;32;35;42;15;69;71;56;60;67;41;65;61;38;38;41;56;60;61;65;67;69;71
28;40;48;30;1;36;48;11;51;67;35;58;62;45;79;11;35;45;48;51;58;62;67;79
8;20;8;35;7;37;41;4;35;37;26;44;34;8;36;4;8;26;34;35;36;37;41;44
21;11;1;21;31;15;39;46;36;13;34;26;13;18;8;8;13;13;18;26;34;36;39;46
39;12;12;27;7;17;63;40;40;23;17;22;21;0;20;0;17;20;21;22;23;40;40;63
48;5;42;4;22;45;43;56;92;1;21;50;30;62;83;1;21;30;43;50;56;62;83;92
4;34;17;21;7;13;8;9;-2;54;23;31;26;19;17;-2;8;9;17;19;23;26;31;54
1;21;40;40;29;23;34;18;14;51;35;29;71;56;47;14;18;29;34;35;47;51;56;71
10;30;19;20;23;33;27;25;43;37;35;52;36;37;32;25;27;32;35;36;37;37;43;52
1;17;45;21;0;32;11;-2;29;27;1;29;62;34;68;-2;1;11;27;29;29;34;62;68
29;1;35;39;5;39;61;34;50;33;-5;37;68;32;68;-5;32;33;34;37;50;61;68;68
10;18;28;39;38;10;47;39;6;57;51;14;58;65;18;6;14;18;39;47;51;57;58;65
47;1;18;3;33;35;35;65;67;0;32;23;10;45;40;0;10;23;32;35;40;45;65;67
4;3;48;49;10;44;34;7;29;48;1;37;83;43;88;1;7;29;34;37;43;48;83;88
6;19;6;25;16;2;12;15;-7;33;16;12;28;7;4;-7;4;7;12;12;15;16;28;33
13;38;18;40;14;12;37;27;5;78;42;35;49;12;10;5;10;12;27;35;37;42;49;78
42;32;0;38;41;19;60;65;52;50;67;41;24;30;19;19;24;30;41;50;52;60;65;67
25;29;2;8;17;39;28;37;64;34;38;48;7;9;36;7;9;28;34;36;37;38;48;64
15;17;33;28;24;46;31;21;42;35;27;54;49;48;70;21;27;31;35;42;48;49;54;70
39;0;8;2;31;32;41;51;69;-13;17;26;-2;32;32;-13;-2;17;26;32;32;41;51;69
30;39;16;41;25;8;55;35;33;66;60;32;44;28;11;11;28;32;33;35;44;55;60;66
45;23;42;45;49;31;80;81;63;49;55;35;73;73;60;35;49;55;60;63;73;73;80;81
43;10;46;26;23;47;65;62;82;19;21;42;70;50;75;19;21;42;50;62;65;70;75;82
13;38;7;0;24;7;-5;19;17;26;56;28;3;12;8;-5;3;8;12;17;19;26;28;56
26;6;10;25;30;0;35;51;8;21;22;-4;32;22;5;-4;5;8;21;22;22;32;35;51
29;6;21;2;22;7;26;42;19;-6;20;7;14;36;22;-6;7;14;19;20;22;26;36;42
3;20;34;20;25;34;13;26;30;22;25;48;43;48;68;13;22;25;26;30;43;48;48;68
40;17;41;40;47;45;66;82;70;54;64;47;69;81;81;47;54;64;66;69;70;81;81;82
34;32;16;8;36;16;31;57;30;24;58;48;9;33;19;9;19;24;30;31;33;48;57;58
13;16;14;21;18;46;30;26;46;34;17;58;17;21;59;17;17;21;26;30;34;46;58;59
38;42;42;34;22;49;68;56;81;66;53;74;74;45;78;45;53;56;66;68;74;74;78;81
1;23;33;10;29;20;2;23;17;16;38;30;23;44;38;2;16;17;23;23;30;38;38;44
0;31;12;22;11;40;21;-6;36;44;26;71;34;13;44;-6;13;21;26;34;36;44;44;71
22;12;24;22;33;48;34;45;56;26;29;53;43;37;71;26;29;34;37;43;45;53;56;71
10;17;48;9;14;44;6;10;49;8;22;55;50;47;91;6;8;10;22;47;49;50;55;91
43;48;42;9;33;22;46;64;53;55;73;60;49;64;53;46;49;53;53;55;60;64;64;73
21;36;41;20;28;7;35;36;9;46;51;23;45;50;36;9;23;35;36;36;45;46;50;51
9;28;8;0;25;25;3;25;16;27;35;43;-2;22;26;-2;3;16;22;25;26;27;35;43
12;16;7;24;47;7;26;50;8;24;55;8;24;37;12;8;8;12;24;24;26;37;50;55
30;6;29;37;44;49;58;60;70;35;37;43;64;62;61;35;37;43;58;60;61;62;64;70
47;17;39;40;48;2;72;91;47;46;52;18;73;78;33;18;33;46;47;52;72;73;78;91
6;47;16;30;1;38;28;-7;26;64;34;65;37;7;41;-7;7;26;28;34;37;41;64;65
19;7;36;24;37;30;33;41;47;28;33;27;49;55;63;27;28;33;33;41;47;49;55;63
2;32;36;10;43;36;5;39;34;31;69;63;34;64;53;5;31;34;34;39;53;63;64;69
9;3;44;48;24;27;56;29;32;36;20;24;72;68;58;20;24;29;32;36;56;58;68;72
0;38;14;23;24;1;22;10;-3;55;60;32;26;36;12;-3;10;12;22;26;32;36;55;60
48;13;2;41;23;39;76;55;67;43;30;52;41;22;37;22;30;37;41;43;52;55;67;76
12;9;13;44;0;30;45;8;29;38;-10;33;44;8;32;-10;8;8;29;32;33;38;44;45
13;44;8;46;35;25;45;30;37;86;66;69;37;42;31;30;31;37;37;42;45;66;69;86
46;46;16;9;11;44;40;57;85;50;41;82;20;19;49;19;20;40;41;49;50;57;82;85
29;44;39;23;44;22;38;54;41;66;83;56;44;73;45;38;41;44;45;54;56;66;73;83
17;44;43;20;33;21;17;35;36;60;58;52;51;60;54;17;35;36;51;52;54;58;60;60
25;20;41;20;15;23;26;21;34;25;22;23;55;41;64;21;22;23;25;26;34;41;55;64
36;25;0;33;6;41;63;26;60;52;28;61;13;-13;38;-13;13;26;28;38;52;60;61;63
10;33;4;6;3;1;14;3;-9;39;19;33;10;7;-9;-9;-9;3;7;10;14;19;33;39
16;20;40;36;19;15;52;21;23;39;25;17;70;55;50;17;21;23;25;39;50;52;55;70
29;14;46;48;47;18;74;71;37;45;45;32;84;85;59;32;37;45;45;59;71;74;84;85
31;6;20;38;4;12;58;30;33;40;-6;16;53;10;16;-6;10;16;16;30;33;40;53;58
13;31;31;21;24;13;14;37;21;44;51;41;50;39;34;14;21;34;37;39;41;44;50;51
3;34;9;12;20;46;6;19;30;39;45;75;12;23;54;6;12;19;23;30;39;45;54;75
17;41;46;17;47;46;27;56;48;47;71;80;59;86;83;27;47;48;56;59;71;80;83;86
28;0;28;26;27;43;52;43;51;20;19;41;38;38;63;19;20;38;38;41;43;51;52;63
20;7;28;33;31;33;49;38;35;38;25;23;54;49;50;23;25;35;38;38;49;49;50;54
44;39;22;42;14;22;81;43;58;80;40;52;56;23;44;23;40;43;44;52;56;58;80;81
35;30;43;43;14;28;73;36;43;56;35;44;84;45;61;35;36;43;44;45;56;61;73;84
13;33;8;31;21;31;27;33;33;47;48;64;21;14;34;14;21;27;33;33;34;47;48;64
21;15;23;2;38;28;10;54;34;2;36;32;22;47;42;2;10;22;32;34;36;42;47;54
5;2;25;8;26;21;13;16;14;-5;22;16;31;41;37;-5;13;14;16;16;22;31;37;41
45;40;14;4;46;8;34;80;49;36;74;28;1;60;19;1;19;28;34;36;49;60;74;80
18;24;16;15;19;31;30;31;45;30;37;43;30;27;32;27;30;30;30;31;32;37;43;45
49;47;30;44;5;12;78;38;45;91;45;50;56;35;40;35;38;40;45;45;50;56;78;91
18;15;41;37;9;27;37;19;33;44;20;23;71;37;60;19;20;23;33;37;37;44;60;71
23;18;11;35;12;42;55;19;57;49;17;51;29;5;46;5;17;19;29;46;49;51;55;57
36;33;9;20;42;34;51;77;58;38;55;67;15;40;41;15;38;40;41;51;55;58;67;77
28;19;22;47;46;17;63;62;32;46;53;18;69;50;32;18;32;32;46;50;53;62;63;69
40;15;28;30;14;20;70;40;59;34;14;29;45;25;41;14;25;29;34;40;41;45;59;70
40;6;32;35;47;11;68;83;34;35;42;15;49;78;34;15;34;34;35;42;49;68;78;83
26;35;2;16;39;37;22;62;46;47;54;59;13;32;27;13;22;27;32;46;47;54;59;62
4;46;15;47;26;26;31;24;15;81;67;53;42;25;34;15;24;25;31;34;42;53;67;81
49;21;4;24;30;26;62;68;67;35;47;35;20;29;12;12;20;29;35;35;47;62;67;68
23;49;21;39;39;20;59;45;36;82;84;66;48;48;33;33;36;45;48;48;59;66;82;84
23;15;7;0;32;41;16;42;47;15;37;40;1;35;31;1;15;16;31;35;37;40;42;47
10;18;33;21;15;27;22;17;19;27;24;28;35;32;49;17;19;22;24;27;28;32;35;49
26;40;47;30;27;28;41;49;45;64;51;53;57;74;66;41;45;49;51;53;57;64;66;74
10;31;38;41;22;5;45;21;13;56;51;25;68;45;24;13;21;24;25;45;45;51;56;68
9;36;8;15;17;6;16;24;1;36;49;22;18;6;-2;-2;1;6;16;18;22;24;36;49
4;1;37;49;37;4;42;29;2;30;35;0;86;71;22;0;2;22;29;30;35;42;71;86
29;27;40;40;22;45;61;36;61;61;43;60;63;61;85;36;43;60;61;61;61;61;63;85
34;46;13;37;14;35;70;46;58;70;55;68;39;23;31;23;31;39;46;55;58;68;70;70
44;8;17;14;48;11;38;92;37;4;51;15;11;61;21;4;11;15;21;37;38;51;61;92
4;6;7;45;12;5;30;7;-10;35;10;5;43;12;-8;-10;-8;5;7;10;12;30;35;43
18;20;23;47;43;27;54;60;32;61;49;33;61;53;48;32;33;48;49;53;54;60;61;61
18;9;3;29;0;47;28;16;62;28;-7;40;24;-8;34;-8;-7;16;24;28;28;34;40;62
15;17;0;14;5;27;29;1;42;25;12;36;-4;-10;25;-10;-4;1;12;25;25;29;36;42
36;47;13;33;33;12;64;55;35;72;79;46;33;35;22;22;33;35;35;46;55;64;72;79
41;43;34;46;32;36;75;60;63;79;61;67;70;48;66;48;60;61;63;66;67;70;75;79
39;25;39;31;6;40;68;30;70;46;26;45;57;25;67;25;26;30;45;46;57;67;68;70
16;28;43;45;31;46;52;45;46;60;42;58;76;54;87;42;45;46;52;54;58;60;76;87
45;23;37;48;30;32;79;58;77;57;47;45;69;67;55;45;47;55;57;58;67;69;77;79
44;23;8;0;38;43;25;75;68;17;57;49;8;30;34;8;17;25;30;34;49;57;68;75
49;48;1;7;5;21;51;43;54;35;36;65;-12;-11;12;-12;-11;12;35;36;43;51;54;65
31;46;17;4;40;48;25;63;65;50;66;86;6;53;48;6;25;48;50;53;63;65;66;86
1;17;36;11;4;41;10;5;35;8;16;56;46;21;69;5;8;10;16;21;35;46;56;69
3;47;16;9;31;4;-1;23;-2;46;69;32;21;45;7;-2;-1;7;21;23;32;45;46;69
45;29;12;5;36;3;42;75;38;20;54;23;9;40;-3;-3;9;20;23;38;40;42;54;75
23;36;14;29;37;19;32;43;33;51;55;46;38;46;19;19;32;33;38;43;46;46;51;55
6;32;48;12;4;10;7;0;7;40;28;37;47;44;56;0;7;7;28;37;40;44;47;56
40;36;18;12;20;45;49;41;82;46;52;77;18;31;48;18;31;41;46;48;49;52;77;82
9;49;15;27;25;39;27;30;47;75;56;70;39;29;41;27;29;30;39;41;47;56;70;75
29;45;42;46;27;45;57;56;60;89;63;84;86;51;76;51;56;57;60;63;76;84;86;89
24;37;2;5;28;8;20;43;21;35;62;31;6;18;5;5;6;18;20;21;31;35;43;62
20;45;36;22;45;6;39;45;20;67;82;45;50;64;42;20;39;42;45;45;50;64;67;82
31;0;46;1;34;46;22;55;58;-10;24;46;32;70;86;-10;22;24;32;46;55;58;70;86
15;36;46;23;31;10;36;28;17;55;49;46;69;62;41;17;28;36;41;46;49;55;62;69
5;33;1;47;11;19;35;14;15;80;36;51;35;-1;1;-1;1;14;15;35;35;36;51;80
47;10;23;46;13;21;89;42;53;45;7;31;67;17;27;7;17;27;31;42;45;53;67;89
33;40;18;32;2;45;62;23;77;65;38;72;39;11;47;11;23;38;39;47;62;65;72;77
32;32;2;26;47;27;48;59;39;54;70;59;27;48;19;19;27;39;48;48;54;59;59;70
14;25;14;28;39;39;41;53;37;44;51;51;26;52;45;26;37;41;44;45;51;51;52;53
5;25;33;12;25;44;16;30;37;33;34;62;26;41;57;16;26;30;33;34;37;41;57;62
42;37;30;48;40;8;74;66;41;67;67;26;77;69;23;23;26;41;66;67;67;69;74;77
25;9;41;29;27;1;54;51;11;18;36;2;62;49;41;2;11;18;36;41;49;51;54;62
21;35;9;11;19;37;22;21;45;46;38;69;2;17;36;2;17;21;22;36;38;45;46;69
26;38;22;8;25;7;24;43;32;44;49;34;22;34;20;20;22;24;32;34;34;43;44;49
8;37;24;13;31;4;6;32;8;37;66;38;35;50;18;6;8;18;32;35;37;38;50;66
26;31;38;30;6;17;42;14;43;44;36;38;49;34;42;14;34;36;38;42;42;43;44;49
22;20;25;15;22;9;27;40;12;16;41;15;36;36;19;12;15;16;19;27;36;36;40;41
38;6;13;10;37;24;31;57;54;-4;27;24;8;38;35;-4;8;24;27;31;35;38;54;57
9;24;32;9;11;15;1;19;16;20;18;25;23;23;46;1;16;18;19;20;23;23;25;46
12;47;12;29;38;28;24;46;39;63;80;56;26;47;32;24;26;32;39;46;47;56;63;80
43;17;13;21;10;1;56;35;33;23;26;12;32;22;4;4;12;22;23;26;32;33;35;56
19;2;26;2;35;27;8;45;34;3;30;15;21;56;53;3;8;15;21;30;34;45;53;56
19;27;21;44;19;37;55;18;38;54;43;49;60;30;46;18;30;38;43;46;49;54;55;60
39;32;14;47;42;0;66;76;19;78;66;31;50;47;0;0;19;31;47;50;66;66;76;78
43;40;37;2;20;33;25;43;70;30;42;61;19;50;57;19;25;30;42;43;50;57;61;70
45;1;13;15;45;15;53;77;54;15;39;13;21;53;24;13;15;21;24;39;53;53;54;77
40;23;49;45;44;9;74;75;35;60;58;31;90;78;58;31;35;58;58;60;74;75;78;90
40;29;11;49;12;10;84;40;49;67;33;26;46;4;2;2;4;26;33;40;46;49;67;84
18;19;37;2;49;1;11;48;13;3;49;13;37;76;34;3;11;13;13;34;37;48;49;76
44;11;40;8;48;27;40;75;54;1;45;29;31;80;56;1;29;31;40;45;54;56;75;80
39;33;10;8;26;22;44;47;42;41;57;47;18;20;26;18;20;26;41;42;44;47;47;57
18;31;6;47;42;1;47;45;6;61;66;13;38;30;-11;-11;6;13;30;38;45;47;61;66
43;40;8;49;39;26;80;74;62;71;73;51;50;39;24;24;39;50;51;62;71;73;74;80
24;4;32;4;36;13;28;48;30;1;27;9;36;51;31;1;9;27;28;30;31;36;48;51
39;15;28;17;1;4;55;35;24;19;-4;9;36;15;15;-4;9;15;15;19;24;35;36;55
11;42;27;17;18;43;22;15;49;58;49;85;34;34;51;15;22;34;34;49;49;51;58;85
43;1;49;21;28;6;61;59;45;3;12;5;52;61;50;3;5;12;45;50;52;59;61;61
45;34;36;13;7;15;46;42;45;36;30;29;29;36;50;29;29;30;36;36;42;45;46;50
44;46;35;42;15;45;80;49;73;70;41;73;70;34;65;34;41;49;65;70;70;73;73;80
18;22;4;20;22;19;37;20;28;23;44;32;19;16;22;16;19;20;22;23;28;32;37;44
4;16;22;41;41;23;38;37;8;41;42;29;63;58;44;8;29;37;38;41;42;44;58;63
15;4;43;26;15;23;29;21;31;30;13;21;58;44;49;13;21;21;29;30;31;44;49;58
18;45;44;10;8;13;26;7;14;48;50;44;39;52;52;7;14;26;39;44;48;50;52;52
15;33;29;40;49;6;35;58;1;59;74;29;51;75;22;1;22;29;35;51;58;59;74;75
14;11;0;23;12;38;33;8;36;16;21;31;4;2;22;2;4;8;16;21;22;31;33;36
19;31;26;4;38;30;22;50;40;28;51;56;26;45;49;22;26;28;40;45;49;50;51;56
35;29;7;40;9;3;57;26;23;61;36;20;43;14;-10;-10;14;20;23;26;36;43;57;61
4;26;3;3;6;14;-13;8;17;21;32;27;-10;6;15;-13;-10;6;8;15;17;21;27;32
1;9;30;34;7;16;30;-8;-1;29;-4;25;48;34;40;-8;-4;-1;25;29;30;34;40;48
7;36;6;45;34;2;40;34;4;72;56;22;34;35;4;4;4;22;34;34;35;40;56;72
1;11;33;47;42;33;41;29;24;46;48;42;80;57;55;24;29;41;42;46;48;55;57;80
27;5;34;30;0;13;50;23;22;16;-8;5;57;29;39;-8;5;16;22;23;29;39;50;57
17;32;34;31;8;46;35;13;62;45;39;73;52;34;79;13;34;35;39;45;52;62;73;79
23;1;16;25;28;10;31;41;14;6;29;1;31;42;20;1;6;14;20;29;31;31;41;42
21;40;4;29;37;3;50;47;15;55;68;36;22;41;-12;-12;15;22;36;41;47;50;55;68
23;16;6;37;45;8;41;59;24;36;59;4;43;36;8;4;8;24;36;36;41;43;59;59
34;28;26;39;42;16;55;60;37;63;70;40;57;68;24;24;37;40;55;57;60;63;68;70
13;14;12;30;17;33;40;13;36;41;16;38;41;18;26;13;16;18;26;36;38;40;41;41
18;4;25;42;8;34;50;12;43;39;6;27;67;21;46;6;12;21;27;39;43;46;50;67
7;41;29;28;12;16;20;6;6;65;36;52;48;33;41;6;6;20;33;36;41;48;52;65
5;28;36;12;17;27;-3;10;26;32;34;38;28;50;63;-3;10;26;28;32;34;38;50;63
45;27;49;18;32;35;63;66;72;25;56;58;56;63;74;25;56;56;58;63;63;66;72;74
42;29;49;43;2;43;79;39;81;54;11;52;91;38;80;11;38;39;52;54;79;80;81;91
2;27;21;38;41;1;38;37;-12;64;52;25;40;50;7;-12;7;25;37;38;40;50;52;64
17;3;26;18;40;18;32;51;35;7;33;7;41;56;37;7;7;32;33;35;37;41;51;56
1;45;16;18;49;0;8;39;-3;63;90;44;28;47;-1;-3;-1;8;28;39;44;47;63;90
40;39;10;7;12;45;28;49;78;38;38;64;-3;12;51;-3;12;28;38;38;49;51;64;78
41;48;27;46;36;44;69;73;78;74;67;88;55;51;55;51;55;55;67;69;73;74;78;88
25;45;2;5;19;28;23;27;35;50;48;53;7;12;20;7;12;20;23;27;35;48;50;53
2;6;42;7;18;38;-9;10;28;-5;16;43;33;42;78;-9;-5;10;16;28;33;42;43;78
1;23;47;13;39;33;-3;26;29;16;44;50;57;70;78;-3;16;26;29;44;50;57;70;78
33;2;35;38;31;34;59;63;52;36;28;26;56;53;65;26;28;36;52;53;56;59;63;65
42;28;22;31;16;2;63;51;36;46;25;19;37;18;19;18;19;19;25;36;37;46;51;63
11;40;20;2;16;49;-6;12;42;28;49;81;15;29;65;-6;12;15;28;29;42;49;65;81
49;24;16;26;0;6;75;39;35;49;21;15;41;0;7;0;7;15;21;35;39;41;49;75
36;38;10;25;29;26;52;48;45;47;64;44;20;37;20;20;20;37;44;45;47;48;52;64
28;19;23;37;16;47;51;31;70;51;26;60;41;31;61;26;31;31;41;51;51;60;61;70
4;0;25;21;41;41;21;38;45;12;26;33;45;47;60;12;21;26;33;38;45;45;47;60
39;27;37;26;39;24;58;60;62;39;58;41;49;58;48;39;41;48;49;58;58;58;60;62
15;30;49;14;22;38;10;27;42;26;40;67;52;61;82;10;26;27;40;42;52;61;67;82
4;16;47;17;25;35;10;21;34;33;35;46;44;58;80;10;21;33;34;35;44;46;58;80
10;7;38;14;24;26;24;20;22;14;19;23;42;47;59;14;19;20;22;23;24;42;47;59
15;20;49;14;32;49;26;39;51;20;34;56;43;68;88;20;26;34;39;43;51;56;68;88
5;23;44;5;11;39;-8;-1;35;27;27;53;41;38;63;-8;-1;27;27;35;38;41;53;63
37;22;5;7;9;25;28;42;51;18;16;42;4;0;29;0;4;16;18;28;29;42;42;51
36;49;33;12;9;47;45;38;70;57;44;80;34;22;68;22;34;38;44;45;57;68;70;80
22;3;23;10;49;31;28;65;37;8;51;20;31;64;50;8;20;28;31;37;50;51;64;65
43;10;5;36;19;7;71;55;39;45;18;1;41;11;-8;-8;1;11;18;39;41;45;55;71
35;39;27;40;41;11;65;72;46;63;71;40;48;55;20;20;40;46;48;55;63;65;71;72
34;15;32;4;10;18;20;33;33;18;10;22;28;38;32;10;18;20;22;28;32;33;33;38
4;37;10;11;22;32;-3;9;17;40;53;62;8;16;30;-3;8;9;16;17;30;40;53;62
8;45;20;12;47;15;1;47;21;42;89;52;16;52;32;1;16;21;32;42;47;52;52;89
8;10;25;3;8;38;8;15;32;13;3;41;14;17;58;3;8;13;14;15;17;32;41;58
