q0p0;q0p1;q1p0;q1p1;q1p2;s[0, 2];s[0, 3];s[0, 4];s[1, 2];s[1, 3];s[1, 4];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5
21;37;46;47;37;56;48;46;78;80;58;46;48;56;58;78;80
41;21;27;29;3;55;62;40;31;42;15;15;31;40;42;55;62
0;34;49;42;31;35;35;11;82;58;61;11;35;35;58;61;82
12;40;38;17;34;36;21;40;71;57;63;21;36;40;57;63;71
43;33;39;49;36;79;80;75;55;77;58;55;58;75;77;79;80
0;7;11;23;35;9;16;19;12;26;32;9;12;16;19;26;32
8;5;17;27;23;16;28;18;5;24;26;5;16;18;24;26;28
36;35;12;19;17;30;44;40;44;44;51;30;40;44;44;44;51
45;43;9;15;29;44;52;54;48;48;53;44;48;48;52;53;54
12;40;21;7;6;14;5;-2;55;46;33;-2;5;14;33;46;55
11;17;19;1;47;25;3;48;31;9;60;3;9;25;31;48;60
26;1;22;37;48;28;53;68;10;34;33;10;28;33;34;53;68
32;4;41;42;23;68;71;38;25;29;12;12;25;29;38;68;71
17;19;32;16;42;30;19;53;44;33;55;19;30;33;44;53;55
15;37;8;25;40;3;39;48;30;50;70;3;30;39;48;50;70
11;39;28;42;36;26;36;43;62;75;55;26;36;43;55;62;75
7;33;26;6;12;27;-2;3;55;36;25;-2;3;25;27;36;55
48;36;47;37;44;76;68;76;64;68;78;64;68;68;76;76;78
5;39;34;10;33;27;3;36;69;40;65;3;27;36;40;65;69
29;3;23;15;12;49;32;30;7;10;-5;-5;7;10;30;32;49
5;48;5;31;45;7;23;49;34;62;85;7;23;34;49;62;85
11;1;18;2;24;16;2;19;-1;-15;11;-15;-1;2;11;16;19
17;41;9;45;11;11;53;19;31;86;46;11;19;31;46;53;86
35;21;43;45;34;66;65;55;59;57;42;42;55;57;59;65;66
8;49;34;20;23;28;11;14;65;63;58;11;14;28;58;63;65
29;27;49;41;45;71;53;61;74;61;65;53;61;61;65;71;74
21;6;23;12;5;30;23;19;23;-1;-9;-9;-1;19;23;23;30
17;4;1;18;48;16;23;58;-10;8;40;-10;8;16;23;40;58
39;4;34;21;33;56;41;63;21;9;24;9;21;24;41;56;63
20;15;10;43;46;14;61;53;20;51;48;14;20;48;51;53;61
45;40;14;37;14;56;75;43;52;70;37;37;43;52;56;70;75
15;12;36;32;15;32;31;14;42;26;15;14;15;26;31;32;42
13;46;32;40;31;36;50;36;65;86;74;36;36;50;65;74;86
44;29;10;30;44;39;70;69;35;55;54;35;39;54;55;69;70
39;5;25;42;44;44;64;81;26;31;49;26;31;44;49;64;81
28;36;45;42;28;69;63;39;78;62;47;39;47;62;63;69;78
25;3;0;28;17;5;35;40;3;16;9;3;5;9;16;35;40
6;11;14;38;15;13;42;11;15;41;8;8;11;13;15;41;42
46;39;11;32;19;47;75;56;50;59;44;44;47;50;56;59;75
2;32;42;10;6;24;-5;1;68;37;38;-5;1;24;37;38;68
36;33;7;48;9;38;71;38;37;63;36;36;37;38;38;63;71
47;33;10;20;27;45;47;58;33;36;49;33;36;45;47;49;58
0;42;17;28;2;9;14;-15;39;65;29;-15;9;14;29;39;65
28;7;41;2;16;62;25;36;47;-7;16;-7;16;25;36;47;62
32;27;26;2;25;44;24;41;51;29;49;24;29;41;44;49;51
45;37;41;32;16;85;61;47;64;52;48;47;48;52;61;64;85
10;47;43;22;32;49;15;31;88;68;79;15;31;49;68;79;88
8;33;6;5;7;0;5;-4;22;26;23;-4;0;5;22;23;26
42;40;14;37;2;47;76;44;43;60;27;27;43;44;47;60;76
13;24;7;44;46;14;39;57;19;56;52;14;19;39;52;56;57
37;15;3;39;32;23;74;62;13;35;38;13;23;35;38;62;74
25;7;9;23;3;14;43;26;-4;22;-7;-7;-4;14;22;26;43
48;24;17;18;8;57;46;51;39;32;25;25;32;39;46;51;57
11;25;34;37;23;30;28;25;51;59;30;25;28;30;30;51;59
48;14;19;9;23;62;39;58;25;8;33;8;25;33;39;58;62
14;40;44;34;35;53;42;37;71;56;67;37;42;53;56;67;71
47;29;35;27;12;65;60;49;56;45;29;29;45;49;56;60;65
35;31;43;41;16;74;62;39;54;59;46;39;46;54;59;62;74
21;37;11;33;27;24;42;30;46;70;62;24;30;42;46;62;70
47;14;7;48;17;35;81;62;7;43;17;7;17;35;43;62;81
17;15;46;3;33;56;3;32;51;6;36;3;6;32;36;51;56
43;48;27;34;20;59;75;47;73;76;65;47;59;65;73;75;76
30;37;6;33;42;20;59;53;35;62;59;20;35;53;59;59;62
41;7;40;19;13;74;48;36;40;8;4;4;8;36;40;48;74
3;29;6;14;8;3;14;-1;34;28;29;-1;3;14;28;29;34
45;17;6;28;10;31;69;47;10;25;7;7;10;25;31;47;69
17;25;8;13;40;20;26;45;19;37;64;19;20;26;37;45;64
18;21;30;28;17;48;45;32;51;43;29;29;32;43;45;48;51
3;15;8;18;27;-3;12;16;22;28;26;-3;12;16;22;26;28
0;23;41;37;32;24;35;23;60;57;45;23;24;35;45;57;60
6;8;22;14;1;9;16;-9;24;21;3;-9;3;9;16;21;24
48;27;41;22;30;78;57;61;64;34;53;34;53;57;61;64;78
35;38;3;35;40;24;59;58;37;65;68;24;37;58;59;65;68
9;4;16;49;1;25;40;-10;8;53;-8;-10;-8;8;25;40;53
47;25;19;17;35;61;46;79;37;39;53;37;39;46;53;61;79
12;26;48;27;38;49;36;37;74;46;60;36;37;46;49;60;74
18;35;7;2;28;12;15;43;30;27;51;12;15;27;30;43;51
19;2;31;32;17;31;38;26;19;23;6;6;19;23;26;31;38
29;48;10;21;5;36;48;14;40;65;43;14;36;40;43;48;65
47;17;3;22;46;45;53;92;0;25;58;0;25;45;53;58;92
3;39;29;36;36;29;20;19;64;72;74;19;20;29;64;72;74
26;12;41;24;11;51;37;25;33;26;16;16;25;26;33;37;51
49;27;46;24;23;85;64;52;56;50;41;41;50;52;56;64;85
17;47;40;45;12;56;50;11;68;73;40;11;40;50;56;68;73
5;34;39;21;7;37;12;1;70;52;35;1;12;35;37;52;70
22;21;24;39;6;46;53;22;30;48;23;22;23;30;46;48;53
33;26;19;4;32;39;33;45;30;23;48;23;30;33;39;45;48
39;14;9;17;35;31;50;55;19;29;36;19;29;31;36;50;55
22;10;47;11;46;60;15;51;46;1;50;1;15;46;50;51;60
42;49;44;35;37;69;69;62;77;75;68;62;68;69;69;75;77
8;39;8;42;34;11;36;32;42;64;72;11;32;36;42;64;72
37;18;24;14;44;48;31;79;38;27;62;27;31;38;48;62;79
34;14;15;20;10;35;54;42;24;25;21;21;24;25;35;42;54
47;31;29;30;47;70;64;91;54;50;74;50;54;64;70;74;91
34;8;1;37;14;24;55;28;-7;41;4;-7;4;24;28;41;55
48;18;26;10;37;59;57;65;30;9;49;9;30;49;57;59;65
7;20;3;29;38;2;34;35;12;47;55;2;12;34;35;47;55
24;41;22;26;6;28;47;11;51;64;30;11;28;30;47;51;64
26;32;15;32;14;41;56;28;29;60;45;28;29;41;45;56;60
27;5;6;39;13;18;53;29;-4;43;-2;-4;-2;18;29;43;53
10;49;44;0;19;47;-10;11;79;46;65;-10;11;46;47;65;79
49;13;14;1;2;45;31;45;18;3;-3;-3;3;18;31;45;45
16;46;20;4;30;17;3;43;66;31;70;3;17;31;43;66;70
22;16;21;28;3;38;44;25;31;32;19;19;25;31;32;38;44
25;30;49;26;19;65;50;26;60;38;34;26;34;38;50;60;65
32;13;4;39;12;23;58;27;8;49;13;8;13;23;27;49;58
8;25;19;30;40;13;31;29;36;52;58;13;29;31;36;52;58
37;42;28;39;40;51;64;77;68;67;80;51;64;67;68;77;80
16;44;44;43;19;40;51;23;69;87;56;23;40;51;56;69;87
39;48;48;36;49;74;75;80;86;72;82;72;74;75;80;82;86
15;19;18;42;36;26;47;37;32;46;52;26;32;37;46;47;52
19;32;28;36;34;39;47;43;52;64;60;39;43;47;52;60;64
21;27;46;35;23;49;56;37;62;52;37;37;37;49;52;56;62
16;44;13;29;10;11;33;26;57;72;45;11;26;33;45;57;72
25;47;5;15;49;24;31;66;51;58;87;24;31;51;58;66;87
43;4;4;42;7;30;75;45;5;33;2;2;5;30;33;45;75
42;27;13;28;27;43;57;58;39;39;51;39;39;43;51;57;58
49;30;8;27;14;51;66;43;35;37;31;31;35;37;43;51;66
49;12;1;8;44;42;56;93;2;20;46;2;20;42;46;56;93
6;28;12;12;26;13;0;21;30;31;49;0;13;21;30;31;49
0;3;17;37;25;14;32;21;19;26;28;14;19;21;26;28;32
26;48;18;2;37;25;18;52;56;49;85;18;25;49;52;56;85
40;46;30;19;9;57;52;36;68;59;48;36;48;52;57;59;68
44;30;26;22;15;64;62;49;37;34;29;29;34;37;49;62;64
46;3;35;34;10;77;76;47;34;27;3;3;27;34;47;76;77
23;1;41;31;37;58;35;40;35;25;31;25;31;35;35;40;58
2;46;19;49;1;2;43;3;65;80;47;2;3;43;47;65;80
21;43;48;33;22;59;47;40;84;57;46;40;46;47;57;59;84
39;28;0;9;20;26;38;40;12;37;43;12;26;37;38;40;43
39;40;41;11;46;70;43;84;68;50;84;43;50;68;70;84;84
0;26;27;12;5;27;8;-4;46;29;13;-4;8;13;27;29;46
42;45;47;25;35;85;49;59;90;59;65;49;59;59;65;85;90
26;19;36;5;17;54;14;38;48;16;31;14;16;31;38;48;54
34;9;29;34;2;52;54;20;35;43;7;7;20;35;43;52;54
28;26;19;36;41;35;64;61;41;53;58;35;41;53;58;61;64
48;20;18;26;40;49;66;79;19;37;53;19;37;49;53;66;79
2;1;6;31;22;5;21;5;-3;25;11;-3;5;5;11;21;25
11;18;10;23;48;6;33;47;25;31;64;6;25;31;33;47;64
8;46;37;28;23;33;32;21;66;65;50;21;32;33;50;65;66
1;18;16;21;18;13;3;-1;21;28;19;-1;3;13;19;21;28
15;41;7;24;42;9;22;39;37;49;77;9;22;37;39;49;77
48;4;38;3;28;82;36;58;34;4;30;4;30;34;36;58;82
33;5;15;27;6;47;47;34;20;21;10;10;20;21;34;47;47
37;4;48;40;4;70;77;21;37;31;-2;-2;21;31;37;70;77
33;16;34;14;34;66;38;67;30;29;36;29;30;36;38;66;67
47;30;8;1;2;49;38;34;31;29;19;19;29;31;34;38;49
25;6;23;30;40;42;38;55;27;16;27;16;27;27;38;42;55
45;8;41;18;14;77;55;54;34;26;11;11;26;34;54;55;77
19;31;12;0;0;20;3;6;26;22;28;3;6;20;22;26;28
42;13;19;42;36;51;73;67;18;49;47;18;47;49;51;67;73
38;1;3;24;32;22;54;67;-1;20;21;-1;20;21;22;54;67
13;31;33;16;45;41;15;38;45;39;62;15;38;39;41;45;62
44;9;8;4;17;45;43;48;5;-3;16;-3;5;16;43;45;48
15;43;27;11;23;39;8;19;65;51;63;8;19;39;51;63;65
10;13;36;38;30;37;41;37;34;41;28;28;34;37;37;41;41
20;39;30;46;42;40;52;50;57;82;70;40;50;52;57;70;82
42;40;21;28;47;44;65;74;48;51;81;44;48;51;65;74;81
8;49;18;23;49;6;28;51;49;71;81;6;28;49;51;71;81
42;4;33;39;41;62;78;63;34;23;37;23;34;37;62;63;78
11;6;7;4;0;7;-4;8;-3;-6;-3;-6;-4;-3;-3;7;8
41;9;35;26;35;60;64;74;27;35;32;27;32;35;60;64;74
46;27;20;11;2;66;54;34;41;33;11;11;33;34;41;54;66
16;47;26;37;14;25;48;16;55;83;45;16;25;45;48;55;83
47;14;43;29;41;89;68;73;43;35;51;35;43;51;68;73;89
34;19;33;28;8;66;42;39;32;43;16;16;32;39;42;43;66
8;15;38;36;38;28;43;44;44;50;49;28;43;44;44;49;50
23;2;38;48;18;47;53;33;32;33;20;20;32;33;33;47;53
8;2;5;36;3;4;24;-8;7;35;-2;-8;-2;4;7;24;35
30;1;47;46;14;75;58;30;33;33;11;11;30;33;33;58;75
24;31;5;29;17;29;52;39;31;54;43;29;31;39;43;52;54
33;22;38;0;39;67;26;58;45;2;45;2;26;45;45;58;67
32;34;23;18;47;40;50;69;37;45;62;37;40;45;50;62;69
43;30;40;25;3;64;63;38;57;50;13;13;38;50;57;63;64
7;23;48;26;43;53;17;34;59;43;56;17;34;43;53;56;59
20;47;21;47;13;35;61;23;52;77;42;23;35;42;52;61;77
33;8;11;44;14;28;61;35;2;40;14;2;14;28;35;40;61
16;35;19;19;22;29;26;36;35;53;38;26;29;35;36;38;53
14;18;19;25;7;25;24;13;31;24;11;11;13;24;24;25;31
20;28;27;25;30;32;42;42;49;39;56;32;39;42;42;49;56
4;32;30;0;49;19;-2;52;51;29;72;-2;19;29;51;52;72
0;39;0;3;39;-8;-2;39;21;41;73;-8;-2;21;39;41;73
49;5;43;0;20;91;44;51;32;-3;16;-3;16;32;44;51;91
10;23;11;14;9;4;14;14;19;22;16;4;14;14;16;19;22
33;24;16;48;45;29;65;66;36;61;65;29;36;61;65;65;66
38;11;9;11;5;45;43;36;2;19;11;2;11;19;36;43;45
46;46;24;14;9;66;40;44;67;42;43;40;42;43;44;66;67
46;47;29;28;10;63;58;50;73;75;47;47;50;58;63;73;75
7;41;24;38;10;30;32;-3;57;68;49;-3;30;32;49;57;68
46;40;42;37;1;87;71;43;67;67;29;29;43;67;67;71;87
6;3;27;45;49;14;50;42;21;37;49;14;21;37;42;49;50
23;5;37;3;36;41;14;48;22;-9;40;-9;14;22;40;41;48
48;14;39;8;1;77;43;48;46;11;1;1;11;43;46;48;77
19;13;0;20;24;1;28;29;-4;16;31;-4;1;16;28;29;31
28;30;42;24;12;69;43;25;57;49;27;25;27;43;49;57;69
19;15;25;40;27;43;47;45;38;44;38;38;38;43;44;45;47
28;44;29;23;4;45;32;12;61;65;45;12;32;45;45;61;65
41;20;45;25;36;73;49;65;60;29;41;29;41;49;60;65;73
13;8;15;3;34;16;0;37;4;-1;29;-1;0;4;16;29;37
36;18;48;21;38;83;43;72;63;28;51;28;43;51;63;72;83
35;43;25;45;15;59;60;33;63;76;46;33;46;59;60;63;76
49;44;29;24;16;78;55;53;60;58;55;53;55;55;58;60;78
11;1;10;27;8;19;37;7;-6;26;2;-6;2;7;19;26;37
1;4;28;41;2;28;32;-4;27;45;-2;-4;-2;27;28;32;45
41;4;44;15;26;76;36;57;36;13;16;13;16;36;36;57;76
45;47;2;38;15;33;79;60;46;74;54;33;46;54;60;74;79
39;42;26;33;24;61;53;50;54;62;50;50;50;53;54;61;62
26;49;22;5;49;43;19;70;63;47;94;19;43;47;63;70;94
26;27;12;38;3;21;53;17;25;64;19;17;19;21;25;53;64
19;39;39;38;30;50;38;31;63;69;57;31;38;50;57;63;69
36;23;18;43;24;47;65;43;23;61;36;23;36;43;47;61;65
38;15;39;30;44;74;61;64;44;45;46;44;45;46;61;64;74
5;7;4;46;36;6;49;25;6;43;40;6;6;25;40;43;49
3;40;2;39;11;-1;29;-3;23;67;41;-3;-1;23;29;41;67
9;26;2;9;34;5;3;26;21;19;52;3;5;19;21;26;52
30;7;1;21;41;16;40;61;8;10;28;8;10;16;28;40;61
11;36;15;27;9;12;19;13;42;53;38;12;13;19;38;42;53
12;49;32;33;47;37;41;41;67;62;94;37;41;41;62;67;94
21;38;24;32;37;38;37;54;43;59;66;37;38;43;54;59;66
45;4;33;0;29;70;45;73;22;-2;31;-2;22;31;45;70;73
41;47;7;36;47;37;71;82;50;81;78;37;50;71;78;81;82
47;31;1;43;21;40;79;67;22;71;52;22;40;52;67;71;79
19;44;22;28;44;33;27;58;53;68;79;27;33;53;58;68;79
8;49;40;26;0;41;21;7;78;72;32;7;21;32;41;72;78
1;42;7;12;14;-9;4;14;33;41;40;-9;4;14;33;40;41
37;17;13;34;38;47;68;56;29;35;52;29;35;47;52;56;68
43;23;9;34;21;44;73;63;20;56;41;20;41;44;56;63;73
13;29;46;24;12;55;18;10;64;43;34;10;18;34;43;55;64
22;37;35;35;37;52;51;44;59;71;73;44;51;52;59;71;73
6;36;32;22;39;20;18;40;52;39;67;18;20;39;40;52;67
37;43;48;44;33;71;69;53;77;77;74;53;69;71;74;77;77
34;38;3;1;37;29;16;64;37;21;65;16;21;29;37;64;65
27;44;37;14;47;55;28;57;75;42;74;28;42;55;57;74;75
12;24;35;9;27;41;15;27;58;16;31;15;16;27;31;41;58
8;38;16;43;28;13;48;31;49;70;65;13;31;48;49;65;70
12;46;36;19;5;43;24;16;72;47;34;16;24;34;43;47;72
12;39;10;40;1;22;37;4;49;68;34;4;22;34;37;49;68
8;17;6;42;21;6;47;11;15;49;32;6;11;15;32;47;49
23;33;40;40;23;48;61;40;61;71;51;40;48;51;61;61;71
19;16;34;36;43;47;52;53;45;44;52;44;45;47;52;52;53
27;43;30;39;24;45;66;50;59;72;63;45;50;59;63;66;72
30;47;8;14;25;34;27;38;50;49;53;27;34;38;49;50;53
28;28;39;3;38;58;20;56;57;30;62;20;30;56;57;58;62
22;28;15;3;20;35;25;28;28;20;39;20;25;28;28;35;39
3;33;39;19;49;32;19;44;60;37;68;19;32;37;44;60;68
24;4;30;3;25;35;22;32;23;4;11;4;11;22;23;32;35
31;40;38;17;19;64;31;50;61;40;58;31;40;50;58;61;64
17;27;4;8;31;20;19;32;27;28;57;19;20;27;28;32;57
0;29;8;19;43;4;1;37;30;42;57;1;4;30;37;42;57
25;13;49;7;9;67;24;30;60;0;15;0;15;24;30;60;67
45;18;40;0;38;65;26;69;57;18;37;18;26;37;57;65;69
21;41;38;43;2;44;59;13;68;77;36;13;36;44;59;68;77
32;16;38;39;14;68;68;41;53;36;11;11;36;41;53;68;68
45;9;28;34;37;71;73;69;29;39;28;28;29;39;69;71;73
25;13;12;48;49;26;67;70;13;43;62;13;26;43;62;67;70
7;11;46;14;47;34;20;53;55;16;51;16;20;34;51;53;55
21;29;37;32;9;48;46;25;47;43;32;25;32;43;46;47;48
20;15;14;26;15;32;40;19;11;37;29;11;19;29;32;37;40
20;19;1;33;36;4;45;41;6;49;51;4;6;41;45;49;51
29;10;18;1;43;29;23;64;16;-7;38;-7;16;23;29;38;64
37;4;0;20;2;30;44;34;-16;9;4;-16;4;9;30;34;44
6;20;28;25;9;26;29;4;28;45;12;4;12;26;28;29;45
20;29;17;47;39;23;66;53;42;72;53;23;42;53;53;66;72
34;18;43;47;7;75;71;31;53;56;21;21;31;53;56;71;75
44;10;25;16;44;62;60;88;25;22;35;22;25;35;60;62;88
32;25;1;31;13;16;46;44;13;45;38;13;16;38;44;45;46
39;36;46;20;24;70;47;56;65;40;46;40;46;47;56;65;70
8;27;10;37;2;8;32;3;18;51;9;3;8;9;18;32;51
22;15;30;46;2;42;64;6;30;53;9;6;9;30;42;53;64
28;9;11;37;1;31;59;10;4;38;-9;-9;4;10;31;38;59
3;19;4;45;22;-4;44;12;8;63;31;-4;8;12;31;44;63
15;12;49;27;21;46;22;34;57;26;24;22;24;26;34;46;57
30;18;15;19;12;34;47;28;26;17;19;17;19;26;28;34;47
18;29;31;44;6;41;55;24;57;55;33;24;33;41;55;55;57
30;22;26;4;21;39;27;44;32;15;33;15;27;32;33;39;44
11;8;11;19;21;3;22;26;11;17;28;3;11;17;22;26;28
26;24;8;13;15;30;37;25;20;31;36;20;25;30;31;36;37
35;25;1;32;49;19;49;64;17;54;65;17;19;49;54;64;65
45;49;15;7;37;46;37;73;50;46;71;37;46;46;50;71;73
32;39;23;46;8;54;69;29;56;76;33;29;33;54;56;69;76
18;26;4;38;2;19;45;19;11;61;25;11;19;19;25;45;61
20;44;11;35;23;15;53;39;42;79;58;15;39;42;53;58;79
17;47;16;21;44;29;31;45;57;50;77;29;31;45;50;57;77
36;49;39;5;14;74;26;39;75;34;51;26;34;39;51;74;75
6;23;39;3;17;34;6;8;54;12;24;6;8;12;24;34;54
3;43;12;44;46;8;45;32;42;77;71;8;32;42;45;71;77
18;2;16;20;22;20;26;34;6;8;17;6;8;17;20;26;34
4;28;44;19;14;37;17;-1;56;32;25;-1;17;25;32;37;56
40;31;8;10;48;44;30;69;31;38;63;30;31;38;44;63;69
29;45;41;42;28;56;61;41;84;74;53;41;53;56;61;74;84
1;43;8;17;30;-4;2;27;35;44;73;-4;2;27;35;44;73
31;3;9;47;32;38;70;47;-7;38;17;-7;17;38;38;47;70
47;22;3;43;22;42;90;62;12;53;43;12;42;43;53;62;90
9;14;24;47;28;30;51;29;18;41;34;18;29;30;34;41;51
28;48;3;32;7;19;58;22;50;62;44;19;22;44;50;58;62
32;11;42;5;5;58;24;26;46;12;1;1;12;24;26;46;58
7;30;34;17;31;34;12;26;47;30;45;12;26;30;34;45;47
28;3;17;26;44;39;37;67;4;14;31;4;14;31;37;39;67
16;35;16;7;45;29;21;43;39;42;67;21;29;39;42;43;67
31;32;4;42;39;30;55;66;20;63;68;20;30;55;63;66;68
2;3;47;39;43;35;26;26;30;30;27;26;26;27;30;30;35
13;22;14;45;8;18;43;14;27;62;10;10;14;18;27;43;62
15;20;6;4;28;9;0;28;18;23;37;0;9;18;23;28;37
49;14;21;41;23;60;89;66;19;53;30;19;30;53;60;66;89
22;48;31;25;42;44;30;52;64;59;70;30;44;52;59;64;70
18;17;42;5;40;56;18;38;54;12;44;12;18;38;44;54;56
44;15;2;6;40;33;42;77;4;7;35;4;7;33;35;42;77
10;48;31;21;37;29;21;27;63;59;81;21;27;29;59;63;81
49;5;37;45;12;71;80;47;36;43;-3;-3;36;43;47;71;80
20;30;0;1;42;12;13;49;11;22;69;11;12;13;22;49;69
0;21;11;40;2;11;25;-1;31;59;9;-1;9;11;25;31;59
2;30;6;42;47;7;44;33;33;65;75;7;33;33;44;65;75
36;26;42;5;3;62;40;31;57;29;10;10;29;31;40;57;62
38;2;5;8;35;25;45;70;-8;-7;29;-8;-7;25;29;45;70
11;46;24;32;8;34;39;16;62;78;44;16;34;39;44;62;78
32;40;49;33;18;69;57;39;71;66;57;39;57;57;66;69;71
18;1;5;43;11;12;46;29;-4;34;12;-4;12;12;29;34;46
44;5;48;9;15;81;50;49;41;-1;17;-1;17;41;49;50;81
46;13;5;48;26;38;94;63;7;50;27;7;27;38;50;63;94
19;49;28;13;23;35;26;23;73;47;55;23;26;35;47;55;73
37;23;20;41;11;41;69;45;25;48;16;16;25;41;45;48;69
18;13;27;1;5;37;18;20;40;13;17;13;17;18;20;37;40
12;0;37;1;42;30;4;45;29;-13;30;-13;4;29;30;30;45
39;16;37;20;17;57;40;49;35;34;33;33;34;35;40;49;57
19;8;35;36;3;53;35;13;28;42;3;3;13;28;35;42;53
3;43;44;6;0;28;-7;-16;75;42;27;-16;-7;27;28;42;75
25;4;27;10;17;40;35;26;22;10;4;4;10;22;26;35;40
30;3;9;42;8;37;58;36;12;37;-8;-8;12;36;37;37;58
39;36;49;9;48;86;35;87;66;32;81;32;35;66;81;86;87
6;46;12;35;31;11;23;20;57;75;71;11;20;23;57;71;75
42;9;41;46;19;75;69;57;46;50;19;19;46;50;57;69;75
33;39;29;37;31;52;63;58;66;67;64;52;58;63;64;66;67
5;34;45;9;33;37;13;27;72;26;66;13;26;27;37;66;72
34;22;0;33;24;27;67;45;16;50;40;16;27;40;45;50;67
42;42;24;33;23;50;57;47;46;74;64;46;47;50;57;64;74
9;21;18;38;12;22;47;3;22;43;27;3;22;22;27;43;47
10;13;5;43;30;1;50;25;3;42;34;1;3;25;34;42;50
21;49;4;27;37;21;46;52;44;62;84;21;44;46;52;62;84
13;14;13;42;38;19;50;43;13;56;48;13;19;43;48;50;56
24;33;13;7;42;33;12;55;46;28;62;12;28;33;46;55;62
21;14;39;27;43;52;34;57;42;34;45;34;34;42;45;52;57
0;44;6;44;5;-3;38;-1;35;73;38;-3;-1;35;38;38;73
5;3;32;5;0;26;-6;1;24;-4;-3;-6;-4;-3;1;24;26
42;31;5;10;10;40;42;49;33;36;40;33;36;40;40;42;49
10;6;42;27;35;34;35;37;33;32;41;32;33;34;35;37;41
34;38;27;42;44;47;73;64;59;62;75;47;59;62;64;73;75
22;0;19;22;42;26;27;56;12;3;26;3;12;26;26;27;56
2;0;17;45;43;6;29;36;9;29;31;6;9;29;29;31;36
3;27;32;42;18;32;36;12;57;53;31;12;31;32;36;53;57
17;2;24;27;17;24;30;14;23;16;16;14;16;16;23;24;30
7;37;15;13;24;9;13;24;35;33;60;9;13;24;33;35;60
40;22;9;26;26;43;61;64;24;40;31;24;31;40;43;61;64
4;7;17;46;5;12;33;-8;9;36;2;-8;2;9;12;33;36
18;46;19;49;9;24;60;16;53;81;43;16;24;43;53;60;81
41;36;28;2;15;59;39;47;62;30;31;30;31;39;47;59;62
22;33;31;15;42;41;18;48;48;40;64;18;40;41;48;48;64
27;25;46;41;39;57;58;61;65;62;55;55;57;58;61;62;65
36;7;44;18;37;66;54;53;32;10;36;10;32;36;53;54;66
7;9;6;49;15;6;54;2;0;51;14;0;2;6;14;51;54
21;48;21;10;45;38;25;61;62;39;84;25;38;39;61;62;84
12;45;45;10;42;56;3;43;85;40;79;3;40;43;56;79;85
12;31;34;16;14;45;21;24;50;38;29;21;24;29;38;45;50
11;43;35;4;48;34;1;45;58;36;91;1;34;36;45;58;91
35;30;20;34;23;48;61;56;42;44;52;42;44;48;52;56;61
29;25;0;3;8;23;25;28;12;15;28;12;15;23;25;28;28
41;20;16;48;43;44;76;67;27;68;54;27;44;54;67;68;76
40;11;41;44;15;67;73;42;38;42;7;7;38;42;42;67;73
3;25;12;8;45;4;9;30;20;21;59;4;9;20;21;30;59
6;11;36;14;18;40;14;18;39;9;22;9;14;18;22;39;40
13;2;9;17;30;7;14;29;-7;7;12;-7;7;7;12;14;29
38;31;22;30;17;40;52;52;50;60;34;34;40;50;52;52;60
34;34;22;33;18;54;63;45;44;61;38;38;44;45;54;61;63
32;17;43;30;29;63;55;58;59;45;41;41;45;55;58;59;63
8;12;3;42;4;2;37;11;-4;36;5;-4;2;5;11;36;37
48;26;28;21;25;64;67;53;53;36;47;36;47;53;53;64;67
15;26;27;14;47;36;9;59;47;30;56;9;30;36;47;56;59
43;37;29;38;10;64;66;52;46;60;38;38;46;52;60;64;66
35;20;24;42;26;47;67;57;34;43;46;34;43;46;47;57;67
1;16;49;48;9;44;35;7;56;49;15;7;15;35;44;49;56
6;9;41;41;45;39;33;35;45;49;54;33;35;39;45;49;54
23;34;18;25;42;38;30;63;42;45;69;30;38;42;45;63;69
45;31;48;9;38;77;39;68;75;27;51;27;39;51;68;75;77
14;20;21;38;11;31;47;10;30;53;11;10;11;30;31;47;53
10;22;15;45;30;24;52;40;37;54;39;24;37;39;40;52;54
12;13;44;29;15;47;40;16;41;31;24;16;24;31;40;41;47
36;30;45;34;1;61;57;35;69;60;16;16;35;57;60;61;69
2;10;35;21;10;33;8;-4;35;26;14;-4;8;14;26;33;35
23;41;32;4;2;42;18;13;60;45;26;13;18;26;42;45;60
23;34;27;19;30;49;22;34;46;45;57;22;34;45;46;49;57
22;38;25;14;44;34;23;56;60;38;70;23;34;38;56;60;70
6;37;43;21;9;45;16;0;61;42;31;0;16;31;42;45;61
34;24;44;46;28;62;70;61;57;51;36;36;51;57;61;62;70
7;23;21;9;32;13;-4;20;28;23;54;-4;13;20;23;28;54
37;7;36;25;27;55;59;57;30;29;19;19;29;30;55;57;59
21;47;38;1;23;59;9;25;73;29;69;9;25;29;59;69;73
32;4;26;49;29;42;67;47;18;38;31;18;31;38;42;47;67
47;37;12;13;38;43;44;84;30;31;64;30;31;43;44;64;84
17;10;27;23;3;38;25;20;35;15;10;10;15;20;25;35;38
15;31;8;0;12;4;-2;23;30;28;39;-2;4;23;28;30;39
21;49;20;16;16;35;30;35;58;47;51;30;35;35;47;51;58
26;27;41;39;35;64;46;45;58;59;51;45;46;51;58;59;64
22;19;20;49;13;29;56;22;28;68;24;22;24;28;29;56;68
26;7;16;3;47;34;29;69;16;-3;46;-3;16;29;34;46;69
49;45;0;8;42;35;41;88;43;44;86;35;41;43;44;86;88
