q0p0;q0p1;q0p2;q0p3;q1p0;q1p1;s[0, 4];s[0, 5];s[1, 4];s[1, 5];s[2, 4];s[2, 5];s[3, 4];s[3, 5];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7
8;9;31;19;27;39;35;29;18;35;48;50;26;38;18;26;29;35;35;38;48;50
31;7;23;0;30;7;55;35;27;0;37;15;29;-4;-4;0;15;27;29;35;37;55
42;0;10;4;8;21;47;47;-3;8;13;12;12;20;-3;8;12;12;13;20;47;47
6;46;41;19;29;8;28;7;70;37;61;39;44;22;7;22;28;37;39;44;61;70
48;25;16;33;10;22;46;64;29;38;9;37;28;50;9;28;29;37;38;46;50;64
4;24;38;49;8;47;7;47;30;56;45;74;44;93;7;30;44;45;47;56;74;93
11;5;32;43;27;28;24;38;20;21;44;59;51;52;20;21;24;38;44;51;52;59
43;29;27;34;30;5;57;35;49;16;51;21;63;24;16;21;24;35;49;51;57;63
15;22;3;32;8;41;4;39;11;43;9;43;20;61;4;9;11;20;39;43;43;61
35;35;22;45;23;11;51;46;55;31;38;27;66;50;27;31;38;46;50;51;55;66
29;9;21;33;30;2;49;30;28;7;45;13;61;23;7;13;23;28;30;45;49;61
40;25;16;18;37;11;70;41;48;33;36;16;42;15;15;16;33;36;41;42;48;70
11;11;37;25;12;40;22;49;12;51;34;58;20;56;12;20;22;34;49;51;56;58
28;3;0;3;12;31;37;56;0;30;5;21;-5;24;-5;0;5;21;24;30;37;56
42;14;48;33;4;3;39;45;11;14;40;35;34;16;11;14;16;34;35;39;40;45
22;22;48;19;4;24;14;30;24;40;50;65;16;37;14;16;24;30;37;40;50;65
49;24;23;34;0;32;39;74;17;52;5;44;31;55;5;17;31;39;44;52;55;74
12;32;31;3;3;46;13;40;16;63;23;77;-5;36;-5;13;16;23;36;40;63;77
4;7;28;26;14;41;5;31;3;36;40;59;37;49;3;5;31;36;37;40;49;59
45;37;40;9;10;32;44;76;27;65;45;60;8;22;8;22;27;44;45;60;65;76
48;23;8;44;14;28;45;57;37;51;12;26;45;61;12;26;37;45;45;51;57;61
43;16;33;18;42;3;78;46;45;-1;72;32;59;15;-1;15;32;45;46;59;72;78
21;45;9;30;37;7;56;23;72;42;43;4;65;33;4;23;33;42;43;56;65;72
9;35;3;42;15;27;17;21;50;49;8;14;41;65;8;14;17;21;41;49;50;65
35;25;40;25;38;44;61;71;54;49;75;79;60;61;49;54;60;61;61;71;75;79
32;27;13;8;35;20;65;50;51;39;34;31;27;17;17;27;31;34;39;50;51;65
39;18;8;3;26;44;53;77;42;51;29;36;29;32;29;29;32;36;42;51;53;77
43;10;34;44;18;48;56;72;12;44;47;65;42;84;12;42;44;47;56;65;72;84
24;34;35;41;0;26;10;30;31;46;21;52;33;48;10;21;30;31;33;46;48;52
33;21;44;31;47;17;80;39;50;29;89;45;62;39;29;39;39;45;50;62;80;89
37;34;16;10;41;34;71;60;69;59;50;50;36;42;36;42;50;50;59;60;69;71
18;32;21;29;18;27;21;45;46;46;32;35;29;37;21;29;32;35;37;45;46;46
27;26;12;34;30;25;42;39;56;37;37;27;53;46;27;37;37;39;42;46;53;56
25;17;43;12;30;22;54;28;42;34;54;50;25;28;25;28;28;34;42;50;54;54
40;12;25;46;23;2;61;31;20;-3;31;16;54;47;-3;16;20;31;31;47;54;61
6;42;36;47;12;41;3;32;46;75;41;58;48;82;3;32;41;46;48;58;75;82
6;26;30;25;15;19;21;18;22;28;41;30;26;32;18;21;22;26;28;30;32;41
11;35;31;34;17;49;19;46;48;74;33;76;45;71;19;33;45;46;48;71;74;76
44;21;1;34;36;21;67;55;40;25;27;8;57;44;8;25;27;40;44;55;57;67
29;32;17;18;10;23;30;41;35;55;8;21;16;38;8;16;21;30;35;38;41;55
37;45;19;46;41;8;76;40;69;52;45;22;79;38;22;38;40;45;52;69;76;79
18;21;19;16;0;6;-1;15;19;11;18;18;14;19;-1;11;14;15;18;18;19;19
24;15;3;3;41;6;51;19;49;9;38;9;41;6;6;9;9;19;38;41;49;51
21;33;15;15;3;3;8;6;25;21;9;10;6;17;6;6;8;9;10;17;21;25
44;10;36;48;0;44;44;75;-6;35;30;67;48;91;-6;30;35;44;48;67;75;91
0;2;43;31;45;15;35;2;46;1;79;44;75;45;1;2;35;44;45;46;75;79
4;17;27;46;32;6;22;-7;36;21;52;16;72;32;-7;16;21;22;32;36;52;72
37;14;33;21;1;29;25;65;7;40;17;56;4;30;4;7;17;25;30;40;56;65
31;22;44;46;44;9;55;29;64;22;76;41;77;40;22;29;40;41;55;64;76;77
27;18;38;24;5;17;13;42;19;26;32;51;27;35;13;19;26;27;32;35;42;51
42;35;30;35;47;12;72;44;81;47;62;26;75;32;26;32;44;47;62;72;75;81
38;46;21;25;40;21;60;42;68;49;55;25;55;41;25;41;42;49;55;55;60;68
12;41;17;26;30;47;25;39;54;77;42;49;39;63;25;39;39;42;49;54;63;77
49;23;14;2;45;42;89;73;67;65;58;50;42;41;41;42;50;58;65;67;73;89
1;1;18;35;18;12;5;-2;-1;0;25;25;44;37;-2;-1;0;5;25;25;37;44
40;4;16;32;20;46;55;86;21;37;24;58;40;65;21;24;37;40;55;58;65;86
17;0;49;19;21;38;37;42;12;24;53;87;32;57;12;24;32;37;42;53;57;87
10;44;12;25;33;23;28;13;68;55;42;35;44;32;13;28;32;35;42;44;55;68
41;13;21;22;26;45;66;69;29;57;34;49;44;48;29;34;44;48;49;57;66;69
4;18;10;12;5;5;8;-7;13;7;14;13;1;-2;-7;-2;1;7;8;13;13;14
11;28;7;44;18;31;24;40;35;45;19;38;60;75;19;24;35;38;40;45;60;75
19;34;41;38;15;40;19;45;35;61;42;69;48;72;19;35;42;45;48;61;69;72
38;4;7;5;39;4;62;41;24;-1;31;3;27;7;-1;3;7;24;27;31;41;62
37;43;6;31;7;30;29;67;48;54;8;16;25;51;8;16;25;29;48;51;54;67
22;14;25;49;7;25;26;27;15;32;28;46;56;59;15;26;27;28;32;46;56;59
48;1;30;33;19;11;58;41;18;-4;42;34;40;31;-4;18;31;34;40;41;42;58
49;31;4;16;8;43;53;74;29;54;-2;35;6;58;-2;6;29;35;53;54;58;74
6;46;42;41;16;15;20;13;48;48;44;38;37;49;13;20;37;38;44;48;48;49
9;34;34;35;30;26;23;21;64;56;57;60;46;57;21;23;46;56;57;57;60;64
35;32;11;43;44;23;76;55;62;46;47;16;69;49;16;46;47;49;55;62;69;76
18;8;37;38;19;2;19;7;10;-7;40;20;45;31;-7;7;10;19;20;31;40;45
30;11;1;22;24;25;44;35;27;23;6;20;27;37;6;20;23;27;27;35;37;44
15;42;38;26;37;31;36;33;76;55;55;60;53;38;33;36;38;53;55;55;60;76
11;30;21;7;18;43;29;52;37;66;35;55;15;37;15;29;35;37;37;52;55;66
22;11;12;46;19;1;41;20;10;1;23;-1;52;30;-1;1;10;20;23;30;41;52
4;1;47;0;9;46;8;42;7;32;39;86;-11;34;-11;7;8;32;34;39;42;86
23;19;13;8;47;38;66;57;66;54;44;49;55;35;35;44;49;54;55;57;66;66
11;49;26;38;27;13;36;13;60;55;42;33;58;39;13;33;36;39;42;55;58;60
28;29;25;32;17;41;35;62;36;63;35;65;29;53;29;35;35;36;53;62;63;65
37;2;9;37;20;22;51;56;13;9;9;20;41;41;9;9;13;20;41;41;51;56
42;29;46;43;36;26;71;58;65;46;65;69;65;69;46;58;65;65;65;69;69;71
19;25;2;28;46;48;62;60;64;69;45;44;59;60;44;45;59;60;60;62;64;69
17;29;42;1;31;9;32;7;60;24;61;32;12;-5;-5;7;12;24;32;32;60;61
7;14;4;1;3;17;-3;11;14;29;6;18;-7;12;-7;-3;6;11;12;14;18;29
31;37;12;6;35;47;53;62;72;78;38;51;33;36;33;36;38;51;53;62;72;78
18;12;23;0;17;22;32;36;19;26;31;36;10;15;10;15;19;26;31;32;36;36
46;35;49;42;3;20;36;55;31;35;32;53;37;46;31;32;35;36;37;46;53;55
10;5;31;3;28;28;33;36;13;26;55;45;15;19;13;15;19;26;33;36;45;55
20;29;26;31;20;27;24;27;47;56;42;38;37;45;24;27;37;38;42;45;47;56
30;39;8;35;49;26;62;44;84;65;55;31;66;41;31;41;44;55;62;65;66;84
19;4;22;1;42;31;44;36;41;15;61;51;23;31;15;23;31;36;41;44;51;61
2;42;6;17;27;25;25;12;61;63;33;30;37;26;12;25;26;30;33;37;61;63
35;21;28;32;31;48;54;74;32;55;55;74;52;65;32;52;54;55;55;65;74;74
17;41;30;44;14;15;26;29;43;42;28;34;55;47;26;28;29;34;42;43;47;55
16;32;34;15;22;0;19;14;51;30;52;20;24;-2;-2;14;19;20;24;30;51;52
32;33;10;41;46;9;63;32;69;38;40;18;70;45;18;32;38;40;45;63;69;70
4;14;21;10;43;5;28;5;51;7;49;23;38;0;0;5;7;23;28;38;49;51
27;48;5;26;23;2;34;24;63;32;13;-3;46;12;-3;12;13;24;32;34;46;63
6;14;22;27;31;10;17;14;42;19;38;32;39;19;14;17;19;19;32;38;39;42
28;39;11;33;12;31;28;59;37;70;14;38;34;45;14;28;34;37;38;45;59;70
0;4;19;36;13;31;-2;25;11;32;16;43;46;48;-2;11;16;25;32;43;46;48
23;19;41;48;26;35;37;53;34;36;62;56;54;80;34;36;37;53;54;56;62;80
3;49;20;15;21;21;21;24;55;57;36;24;25;32;21;24;24;25;32;36;55;57
12;0;25;12;21;26;14;34;18;23;46;46;14;30;14;14;18;23;30;34;46;46
42;16;14;38;13;17;49;59;21;16;17;28;48;36;16;17;21;28;36;48;49;59
16;21;24;17;33;27;36;35;40;42;55;32;34;27;27;32;34;35;36;40;42;55
4;44;5;3;25;42;17;27;52;73;18;30;20;45;17;18;20;27;30;45;52;73
26;5;47;45;24;1;42;13;29;1;57;35;66;31;1;13;29;31;35;42;57;66
11;10;12;49;38;26;31;37;34;36;40;22;84;59;22;31;34;36;37;40;59;84
27;47;36;4;43;29;59;44;76;74;62;58;28;22;22;28;44;58;59;62;74;76
43;14;30;19;38;49;72;80;44;52;63;65;55;58;44;52;55;58;63;65;72;80
3;40;46;26;6;35;3;26;40;58;34;74;16;54;3;16;26;34;40;54;58;74
7;7;28;20;36;35;36;38;40;33;46;50;53;45;33;36;38;40;45;46;50;53
34;3;16;44;17;18;33;47;3;12;29;34;56;44;3;12;29;33;34;44;47;56
26;37;36;37;5;47;22;71;23;74;26;79;31;69;22;23;26;31;69;71;74;79
13;23;49;7;0;35;4;40;10;42;35;79;-3;28;-3;4;10;28;35;40;42;79
33;41;8;46;33;37;47;66;65;61;36;27;62;73;27;36;47;61;62;65;66;73
23;29;14;26;20;9;36;21;30;30;26;23;45;28;21;23;26;28;30;30;36;45
28;10;23;37;32;47;49;73;30;39;47;50;67;80;30;39;47;49;50;67;73;80
16;38;26;21;15;39;20;49;47;68;34;50;32;46;20;32;34;46;47;49;50;68
6;12;24;41;29;32;27;34;36;30;46;52;64;67;27;30;34;36;46;52;64;67
27;32;43;1;3;48;29;56;20;67;37;75;-5;37;-5;20;29;37;37;56;67;75
32;42;11;44;21;28;35;47;62;54;19;36;57;53;19;35;36;47;53;54;57;62
12;11;6;6;7;26;15;31;6;20;-7;16;13;32;-7;6;13;15;16;20;31;32
49;28;45;15;24;2;64;51;46;23;52;33;31;5;5;23;31;33;46;51;52;64
16;1;7;27;13;36;15;38;9;18;10;33;35;47;9;10;15;18;33;35;38;47
36;46;2;27;25;37;59;68;66;63;15;33;48;55;15;33;48;55;59;63;66;68
6;16;1;47;26;42;12;42;30;56;27;26;55;72;12;26;27;30;42;55;56;72
13;7;36;47;25;25;36;26;15;23;55;54;56;65;15;23;26;36;54;55;56;65
26;24;23;1;11;23;21;48;26;27;34;37;10;23;10;21;23;26;27;34;37;48
27;48;33;28;23;34;35;59;51;65;43;62;47;45;35;43;45;47;51;59;62;65
26;2;30;30;49;0;64;26;42;-14;65;18;73;30;-14;18;26;30;42;64;65;73
2;20;36;28;28;15;24;3;32;25;48;46;53;30;3;24;25;30;32;46;48;53
17;43;21;16;33;2;44;6;68;44;41;5;30;17;5;6;17;30;41;44;44;68
9;16;32;38;19;48;22;43;21;59;49;63;53;76;21;22;43;49;53;59;63;76
24;39;9;24;16;1;38;16;48;25;8;4;35;25;4;8;16;25;25;35;38;48
19;41;13;44;35;30;51;49;63;62;28;37;73;65;28;37;49;51;62;63;65;73
28;6;25;3;47;47;71;58;47;44;58;65;33;45;33;44;45;47;58;58;65;71
20;23;16;20;48;5;52;12;70;24;46;20;48;17;12;17;20;24;46;48;52;70
0;13;49;48;20;25;0;24;25;19;49;63;61;60;0;19;24;25;49;60;61;63
20;42;19;42;24;37;42;40;64;74;28;37;59;65;28;37;40;42;59;64;65;74
20;20;4;13;39;48;49;67;45;51;32;37;52;49;32;37;45;49;49;51;52;67
13;37;1;10;15;8;21;13;49;41;0;-2;6;6;-2;0;6;6;13;21;41;49
4;1;47;28;22;46;19;32;18;38;66;84;48;61;18;19;32;38;48;61;66;84
36;22;24;48;21;41;42;72;27;46;25;54;66;83;25;27;42;46;54;66;72;83
36;34;38;44;2;39;36;70;25;60;38;75;26;76;25;26;36;38;60;70;75;76
16;22;14;1;12;15;15;25;24;36;6;23;10;12;6;10;12;15;23;24;25;36
28;0;14;30;10;10;38;37;1;0;10;16;34;34;0;1;10;16;34;34;37;38
4;47;48;36;17;33;4;28;51;71;45;78;44;58;4;28;44;45;51;58;71;78
40;19;17;36;4;10;43;39;19;10;10;12;34;36;10;10;12;19;34;36;39;43
13;6;47;47;11;45;14;47;-3;34;43;87;52;76;-3;14;34;43;47;52;76;87
33;0;20;19;28;47;49;73;21;31;40;65;46;60;21;31;40;46;49;60;65;73
9;23;8;11;39;22;28;23;60;33;32;17;46;15;15;17;23;28;32;33;46;60
9;33;2;8;46;48;36;38;74;67;42;36;34;38;34;36;36;38;38;42;67;74
26;35;18;49;32;0;47;7;66;33;49;-1;68;42;-1;7;33;42;47;49;66;68
46;11;27;47;17;17;48;58;12;17;28;41;59;57;12;17;28;41;48;57;58;59
27;49;9;4;4;7;11;26;45;48;10;11;7;7;7;7;10;11;11;26;45;48
8;7;49;9;47;35;49;35;49;30;82;73;52;38;30;35;38;49;49;52;73;82
23;34;28;7;41;39;45;60;73;60;55;61;33;44;33;44;45;55;60;60;61;73
44;32;42;31;48;5;90;44;60;34;90;34;65;24;24;34;34;44;60;65;90;90
49;40;18;13;9;9;48;56;46;30;22;25;5;13;5;13;22;25;30;46;48;56
39;38;46;41;33;27;62;51;68;55;63;60;62;62;51;55;60;62;62;62;63;68
22;12;48;12;28;9;47;17;25;17;67;39;37;2;2;17;17;25;37;39;47;67
37;26;24;12;48;29;70;63;64;50;66;40;40;22;22;40;40;50;63;64;66;70
20;27;37;35;30;21;37;25;42;37;47;52;49;50;25;37;37;42;47;49;50;52
2;31;11;41;37;43;30;41;66;56;41;52;59;76;30;41;41;52;56;59;66;76
8;2;26;4;31;6;29;9;32;-1;39;31;22;-10;-10;-1;9;22;29;31;32;39
41;24;4;30;48;13;87;40;68;24;51;11;69;27;11;24;27;40;51;68;69;87
23;47;19;26;6;39;13;52;33;67;8;47;18;62;8;13;18;33;47;52;62;67
46;30;47;47;6;22;45;55;23;42;41;68;36;51;23;36;41;42;45;51;55;68
20;13;8;41;5;14;18;26;4;16;-2;4;33;55;-2;4;4;16;18;26;33;55
36;20;11;14;35;39;62;63;37;55;40;43;44;34;34;37;40;43;44;55;62;63
18;47;5;27;45;22;61;29;85;60;35;19;71;38;19;29;35;38;60;61;71;85
43;34;20;4;25;46;57;81;47;79;40;52;10;42;10;40;42;47;52;57;79;81
33;48;6;17;28;42;45;55;74;86;26;45;42;45;26;42;45;45;45;55;74;86
35;25;34;25;28;8;58;39;39;20;55;29;51;14;14;20;29;39;39;51;55;58
39;25;5;0;29;25;59;52;40;33;33;10;12;13;10;12;13;33;33;40;52;59
46;9;34;30;9;19;38;56;-1;16;31;52;23;49;-1;16;23;31;38;49;52;56
6;4;26;12;31;47;31;51;17;32;43;66;29;50;17;29;31;32;43;50;51;66
19;46;44;5;7;17;11;27;36;58;50;44;12;22;11;12;22;27;36;44;50;58
19;45;49;48;37;25;37;43;62;50;67;74;69;69;37;43;50;62;67;69;69;74
12;5;22;24;10;7;12;15;3;-4;17;15;21;29;-4;3;12;15;15;17;21;29
9;48;26;33;42;17;32;10;84;62;62;38;72;40;10;32;38;40;62;62;72;84
43;46;47;3;15;34;46;60;51;73;46;78;9;22;9;22;46;46;51;60;73;78
38;39;7;17;4;10;39;35;36;47;-5;1;5;19;-5;1;5;19;35;36;39;47
48;24;25;3;44;16;78;55;55;38;59;30;41;11;11;30;38;41;55;55;59;78
19;14;23;47;34;22;34;33;36;36;44;36;73;56;33;34;36;36;36;44;56;73
40;47;49;15;14;4;39;35;45;47;53;36;20;18;18;20;35;36;39;45;47;53
40;47;5;0;26;18;57;54;64;52;23;23;17;1;1;17;23;23;52;54;57;64
26;45;49;19;6;48;25;64;48;75;35;81;14;55;14;25;35;48;55;64;75;81
40;40;36;31;2;13;42;50;41;39;38;41;24;41;24;38;39;41;41;41;42;50
10;23;17;16;42;7;49;14;46;30;47;17;49;9;9;14;17;30;46;47;49;49
49;2;43;39;19;18;52;50;15;16;51;43;46;52;15;16;43;46;50;51;52;52
26;11;41;40;36;40;53;49;36;47;59;68;69;68;36;47;49;53;59;68;68;69
26;39;11;21;22;43;34;69;44;68;16;52;38;48;16;34;38;44;48;52;68;69
47;27;20;32;28;30;73;76;49;39;38;39;55;42;38;39;39;42;49;55;73;76
23;39;0;18;3;44;15;61;37;63;-15;33;21;46;-15;15;21;33;37;46;61;63
20;15;38;23;27;48;28;51;35;46;52;71;42;60;28;35;42;46;51;52;60;71
3;42;16;42;16;38;14;38;44;74;30;44;57;79;14;30;38;44;44;57;74;79
11;12;12;32;38;35;42;45;36;40;37;29;54;60;29;36;37;40;42;45;54;60
4;34;34;13;12;7;-1;9;30;39;43;41;22;3;-1;3;9;22;30;39;41;43
39;45;17;10;46;27;74;64;88;55;45;28;56;26;26;28;45;55;56;64;74;88
37;44;26;9;27;9;52;43;68;35;34;29;32;7;7;29;32;34;35;43;52;68
13;39;11;9;26;3;25;4;54;38;31;-1;24;-5;-5;-1;4;24;25;31;38;54
5;43;7;42;44;22;35;18;83;48;43;10;76;56;10;18;35;43;48;56;76;83
3;3;31;6;4;6;3;1;5;6;35;21;7;2;1;2;3;5;6;7;21;35
19;4;40;11;31;49;35;65;34;40;60;84;39;40;34;35;39;40;40;60;65;84
13;32;12;25;20;8;32;2;44;37;28;11;40;23;2;11;23;28;32;37;40;44
2;40;17;47;12;20;-2;10;50;59;25;26;54;51;-2;10;25;26;50;51;54;59
48;2;31;26;26;14;64;52;21;-2;51;29;43;28;-2;21;28;29;43;51;52;64
2;26;4;24;40;14;28;3;55;21;32;14;60;26;3;14;21;26;28;32;55;60
13;43;32;7;6;41;6;38;40;74;32;64;0;34;0;6;32;34;38;40;64;74
39;38;31;29;31;27;59;65;64;57;42;44;54;51;42;44;51;54;57;59;64;65
8;0;1;19;12;1;1;5;11;-17;9;-7;16;15;-17;-7;1;5;9;11;15;16
37;33;49;38;23;37;52;66;44;57;65;86;42;59;42;44;52;57;59;65;66;86
6;43;37;31;23;12;27;4;54;55;45;29;49;36;4;27;29;36;45;49;54;55
35;28;6;1;44;21;62;51;53;37;45;13;30;6;6;13;30;37;45;51;53;62
33;48;8;39;5;21;25;45;33;63;12;20;33;54;12;20;25;33;33;45;54;63
12;7;44;2;42;48;47;45;33;46;71;76;44;36;33;36;44;45;46;47;71;76
11;10;4;41;6;32;2;31;-2;29;6;33;28;67;-2;2;6;28;29;31;33;67
0;36;8;21;44;24;29;4;65;47;36;20;63;25;4;20;25;29;36;47;63;65
20;5;0;42;38;34;56;47;33;27;34;17;66;74;17;27;33;34;47;56;66;74
27;18;24;32;47;26;63;49;46;40;61;42;67;44;40;42;44;46;49;61;63;67
13;10;10;48;13;10;22;21;11;19;11;15;61;58;11;11;15;19;21;22;58;61
37;43;28;39;36;47;64;72;62;73;64;56;72;81;56;62;64;64;72;72;73;81
3;3;10;15;22;44;10;42;12;44;32;37;25;56;10;12;25;32;37;42;44;56
19;35;30;24;45;12;48;14;62;46;65;23;69;23;14;23;23;46;48;62;65;69
27;20;32;45;34;11;61;31;44;17;58;35;79;55;17;31;35;44;55;58;61;79
7;13;48;46;49;36;36;34;50;49;79;66;77;63;34;36;49;50;63;66;77;79
41;16;33;12;7;22;31;47;9;37;35;44;11;32;9;11;31;32;35;37;44;47
44;48;45;49;7;9;41;38;42;50;36;43;40;38;36;38;38;40;41;42;43;50
10;34;6;32;16;7;17;-1;42;22;3;0;34;34;-1;0;3;17;22;34;34;42
14;6;3;47;12;23;9;33;7;25;11;26;54;57;7;9;11;25;26;33;54;57
2;38;0;24;8;11;-2;-2;32;44;-1;10;18;16;-2;-2;-1;10;16;18;32;44
22;6;14;17;6;5;23;9;7;0;10;19;21;19;0;7;9;10;19;19;21;23
25;45;15;5;34;27;53;39;64;60;33;31;35;15;15;31;33;35;39;53;60;64
6;41;45;18;8;17;3;5;47;41;47;61;8;23;3;5;8;23;41;47;47;61
0;15;29;0;28;7;26;-9;33;9;44;26;16;-7;-9;-7;9;16;26;26;33;44
5;4;28;6;47;8;47;9;32;0;62;27;40;0;0;0;9;27;32;40;47;62
18;40;6;35;24;11;35;15;60;45;18;2;48;37;2;15;18;35;37;45;48;60
38;0;35;33;40;16;77;49;21;4;63;45;71;44;4;21;44;45;49;63;71;77
28;17;6;2;20;9;40;18;26;15;9;7;15;3;3;7;9;15;15;18;26;40
21;3;31;39;40;30;44;38;31;33;61;51;72;63;31;33;38;44;51;61;63;72
1;40;21;13;6;11;0;5;43;31;27;22;2;4;0;2;4;5;22;27;31;43
2;2;29;40;6;49;-8;47;0;34;26;72;41;75;-8;0;26;34;41;47;72;75
42;25;30;27;2;28;43;57;10;41;27;50;26;52;10;26;27;41;43;50;52;57
42;31;26;22;7;0;44;34;28;14;31;16;12;14;12;14;14;16;28;31;34;44
1;33;16;18;42;6;39;6;68;24;39;4;48;8;4;6;8;24;39;39;48;68
48;33;45;9;2;13;35;59;22;36;30;38;-5;22;-5;22;22;30;35;36;38;59
26;10;37;1;19;34;34;41;12;33;36;66;11;21;11;12;21;33;34;36;41;66
43;20;29;0;19;26;53;62;21;34;40;51;17;10;10;17;21;34;40;51;53;62
4;5;8;40;43;47;40;33;41;36;51;52;80;73;33;36;40;41;51;52;73;80
45;24;20;39;14;20;46;58;31;25;33;20;41;47;20;25;31;33;41;46;47;58
9;39;10;35;13;24;18;33;39;52;9;26;45;56;9;18;26;33;39;45;52;56
37;32;26;23;17;30;54;51;38;62;24;50;26;33;24;26;33;38;50;51;54;62
23;43;1;35;35;19;40;37;77;47;24;19;69;51;19;24;37;40;47;51;69;77
21;42;38;45;40;27;56;38;71;58;74;56;79;72;38;56;56;58;71;72;74;79
41;40;21;47;37;34;60;55;58;56;53;49;82;71;49;53;55;56;58;60;71;82
6;13;37;5;21;29;15;31;25;36;58;64;17;34;15;17;25;31;34;36;58;64
1;10;44;30;21;42;18;31;20;33;59;81;37;71;18;20;31;33;37;59;71;81
23;48;46;16;2;39;25;54;48;72;33;80;-1;52;-1;25;33;48;52;54;72;80
47;20;0;11;23;22;61;50;38;29;15;17;19;19;15;17;19;19;29;38;50;61
9;14;21;39;41;19;31;26;41;31;43;23;68;44;23;26;31;31;41;43;44;68
18;32;35;26;28;10;44;27;60;37;55;39;38;26;26;27;37;38;39;44;55;60
35;25;11;42;15;31;34;57;37;56;18;24;55;72;18;24;34;37;55;56;57;72
22;29;37;4;14;16;17;32;24;41;51;38;9;14;9;14;17;24;32;38;41;51
25;1;30;23;12;2;22;23;-7;3;33;13;25;19;-7;3;13;19;22;23;25;33
48;27;32;41;29;37;66;67;52;46;55;51;60;58;46;51;52;55;58;60;66;67
41;24;29;41;31;44;72;82;36;52;47;67;64;68;36;47;52;64;67;68;72;82
4;42;16;47;5;48;-4;34;47;88;12;48;32;81;-4;12;32;34;47;48;81;88
34;23;4;4;34;25;49;45;48;29;18;10;36;27;10;18;27;29;36;45;48;49
40;22;7;9;30;11;63;51;42;20;26;4;20;7;4;7;20;20;26;42;51;63
14;45;13;49;47;7;59;9;82;42;51;14;96;47;9;14;42;47;51;59;82;96
21;36;17;29;28;47;30;57;45;82;40;56;46;58;30;40;45;46;56;57;58;82
19;38;47;27;44;33;52;48;74;57;75;68;70;59;48;52;57;59;68;70;74;75
18;30;13;13;22;28;37;39;35;52;20;21;32;32;20;21;32;32;35;37;39;52
7;46;15;40;29;7;16;14;73;53;43;11;57;32;11;14;16;32;43;53;57;73
29;11;25;30;20;35;40;49;30;44;37;46;37;53;30;37;37;40;44;46;49;53
43;36;18;36;20;0;53;39;52;26;30;-2;51;24;-2;24;26;30;39;51;52;53
26;11;37;21;47;25;60;37;45;21;73;60;55;26;21;26;37;45;55;60;60;73
35;0;35;10;18;42;47;71;18;34;52;70;15;47;15;18;34;47;47;52;70;71
25;8;23;6;32;35;55;59;30;36;46;57;25;37;25;30;36;37;46;55;57;59
43;13;7;14;19;37;51;61;12;49;20;43;33;38;12;20;33;38;43;49;51;61
9;6;37;41;27;19;28;16;27;6;59;52;66;50;6;16;27;28;50;52;59;66
7;47;44;43;20;21;11;19;66;60;44;45;43;51;11;19;43;44;45;51;60;66
12;17;16;3;22;12;31;9;39;19;32;10;7;15;7;9;10;15;19;31;32;39
7;13;25;33;23;46;16;49;36;41;28;69;48;78;16;28;36;41;48;49;69;78
13;26;15;26;4;34;11;37;11;52;-1;41;18;44;-1;11;11;18;37;41;44;52
27;23;29;31;40;27;47;47;44;42;62;38;66;41;38;41;42;44;47;47;62;66
19;46;20;15;40;39;40;56;73;75;48;46;44;50;40;44;46;48;50;56;73;75
30;3;36;6;2;0;30;23;-10;-7;30;33;-5;0;-10;-7;-5;0;23;30;30;33
28;12;44;18;9;42;34;56;7;54;41;86;10;44;7;10;34;41;44;54;56;86
6;30;10;35;22;41;20;33;40;66;28;37;52;62;20;28;33;37;40;52;62;66
40;29;45;45;7;0;42;31;31;27;41;34;49;27;27;27;31;31;34;41;42;49
39;13;9;4;16;35;54;55;16;29;15;41;19;26;15;16;19;26;29;41;54;55
32;23;3;33;42;20;61;37;51;43;44;7;70;37;7;37;37;43;44;51;61;70
10;11;23;26;47;0;45;-3;51;7;64;22;61;7;-3;7;7;22;45;51;61;64
11;43;19;2;8;35;15;38;48;75;13;41;10;18;10;13;15;18;38;41;48;75
47;24;32;39;13;16;52;51;30;31;25;39;50;51;25;30;31;39;50;51;51;52
16;23;13;43;6;44;14;42;13;54;12;41;40;83;12;13;14;40;41;42;54;83
34;15;21;8;10;34;24;49;23;33;16;54;12;35;12;16;23;24;33;35;49;54
5;26;35;32;38;42;40;39;61;60;61;75;64;55;39;40;55;60;61;61;64;75
25;8;39;31;18;24;23;43;25;17;41;53;33;39;17;23;25;33;39;41;43;53
36;23;26;40;11;33;40;61;22;52;24;46;31;55;22;24;31;40;46;52;55;61
22;7;5;8;20;14;34;30;23;2;8;13;18;12;2;8;12;13;18;23;30;34
26;28;15;43;41;17;51;43;52;42;38;27;71;47;27;38;42;43;47;51;52;71
8;14;33;34;49;22;54;18;45;22;66;39;66;51;18;22;39;45;51;54;66;66
4;41;46;40;20;5;5;4;47;39;46;50;49;33;4;5;33;39;46;47;49;50
14;4;39;9;10;40;6;45;9;40;45;70;5;38;5;6;9;38;40;45;45;70
31;49;43;17;0;23;23;54;44;61;27;48;15;28;15;23;27;28;44;48;54;61
11;11;33;5;49;4;40;8;55;-4;79;28;50;6;-4;6;8;28;40;50;55;79
