q0p0;q0p1;q0p2;q0p3;q1p0;q1p1;q1p2;q1p3;s[0, 4];s[0, 5];s[0, 6];s[0, 7];s[1, 4];s[1, 5];s[1, 6];s[1, 7];s[2, 4];s[2, 5];s[2, 6];s[2, 7];s[3, 4];s[3, 5];s[3, 6];s[3, 7];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8;cost_ranking 9;cost_ranking 10;cost_ranking 11;cost_ranking 12;cost_ranking 13;cost_ranking 14;cost_ranking 15
12;6;29;38;48;49;21;46;44;53;23;50;49;44;7;46;74;61;50;70;83;81;41;82;7;23;41;44;44;46;49;50;50;53;61;70;74;81;82;83
21;0;40;15;7;30;19;18;16;31;21;25;-7;20;13;16;35;57;43;39;2;35;17;23;-7;2;13;16;16;17;20;21;23;25;31;35;35;39;43;57
5;42;26;7;26;47;30;43;30;37;23;33;51;82;65;66;35;71;47;50;23;40;31;50;23;23;30;31;33;35;37;40;47;50;50;51;65;66;71;82
46;35;11;5;11;24;21;21;38;63;51;53;38;58;44;46;19;15;31;29;1;17;12;15;1;12;15;15;17;19;29;31;38;38;44;46;51;53;58;63
32;34;14;31;48;38;18;1;80;70;41;28;64;54;49;20;43;44;27;11;74;55;32;20;11;20;20;27;28;32;41;43;44;49;54;55;64;70;74;80
48;8;41;7;48;19;26;36;79;66;73;81;52;16;23;28;82;45;60;76;47;8;18;32;8;16;18;23;28;32;45;47;52;60;66;73;76;79;81;82
3;45;18;27;15;1;45;49;13;-6;37;37;59;44;87;76;30;6;45;62;41;26;64;67;-6;6;13;26;30;37;37;41;44;45;59;62;64;67;76;87
40;38;12;11;29;41;4;21;52;71;34;56;57;65;42;47;32;43;-3;25;28;33;-3;21;-3;-3;21;25;28;32;33;34;42;43;47;52;56;57;65;71
23;15;39;10;28;7;37;42;35;16;53;48;39;10;44;44;63;36;76;80;38;-3;44;41;-3;10;16;35;36;38;39;41;44;44;44;48;53;63;76;80
8;24;2;7;23;3;10;6;12;0;5;8;38;8;23;10;17;-9;-1;-6;20;-3;15;4;-9;-6;-3;-1;0;4;5;8;8;10;12;15;17;20;23;38
21;35;29;17;21;25;21;21;25;37;30;38;40;51;37;52;36;38;49;37;18;27;28;31;18;25;27;28;30;31;36;37;37;37;38;38;40;49;51;52
12;29;27;6;38;4;27;25;33;15;38;35;48;30;53;35;61;22;39;37;40;-5;20;20;-5;15;20;20;22;30;33;35;35;37;38;39;40;48;53;61
7;20;26;9;30;30;41;33;20;20;30;39;32;37;43;36;43;53;53;40;34;26;45;31;20;20;26;30;31;32;34;36;37;39;40;43;43;45;53;53
41;13;12;17;17;12;8;30;40;52;34;53;15;17;18;37;28;19;8;29;22;14;11;31;8;11;14;15;17;18;19;22;28;29;31;34;37;40;52;53
24;46;46;19;44;0;14;32;54;19;25;50;71;30;57;74;76;34;47;72;45;7;25;48;7;19;25;25;30;34;45;47;48;50;54;57;71;72;74;76
45;6;20;28;26;40;32;25;62;66;74;69;26;41;21;24;39;43;45;35;42;60;59;49;21;24;26;35;39;41;42;43;45;49;59;60;62;66;69;74
31;9;16;11;11;20;2;47;32;41;17;74;20;12;9;40;25;17;10;55;20;27;1;49;1;9;10;12;17;17;20;20;25;27;32;40;41;49;55;74
28;49;49;17;25;7;26;1;42;18;49;27;68;55;69;46;57;36;60;39;27;7;42;-2;-2;7;18;27;27;36;39;42;42;46;49;55;57;60;68;69
42;37;17;38;1;38;47;22;23;64;88;52;28;73;69;51;15;39;54;24;36;68;67;50;15;23;24;28;36;39;50;51;52;54;64;67;68;69;73;88
20;46;18;10;16;34;36;20;25;49;39;22;46;72;64;46;26;44;38;21;13;41;28;21;13;21;21;22;25;26;28;38;39;41;44;46;46;49;64;72
26;1;45;28;43;5;31;30;53;24;48;55;28;3;27;18;73;48;67;74;52;20;40;47;3;18;20;24;27;28;40;47;48;48;52;53;55;67;73;74
17;7;3;16;11;33;29;23;21;30;38;25;7;38;16;15;-5;23;22;8;15;40;26;34;-5;7;8;15;15;16;21;22;23;25;26;30;34;38;38;40
7;30;5;36;46;49;31;32;40;52;27;21;64;64;43;51;40;35;30;28;67;74;63;60;21;27;28;30;35;40;40;43;51;52;60;63;64;64;67;74
18;39;44;29;13;46;13;7;31;64;23;25;49;81;45;30;54;86;39;38;38;71;38;22;22;23;25;30;31;38;38;38;39;45;49;54;64;71;81;86
44;13;2;26;6;35;14;26;33;77;50;67;0;35;18;19;-1;32;14;17;32;41;24;40;-1;0;14;17;18;19;24;32;32;33;35;40;41;50;67;77
48;24;21;40;12;37;16;26;49;65;63;70;19;46;23;50;18;50;26;39;38;70;45;59;18;19;23;26;38;39;45;46;49;50;50;59;63;65;70;70
22;18;7;47;13;21;6;36;32;29;21;58;24;32;18;42;1;21;-4;36;59;64;45;67;-4;1;18;21;21;24;29;32;32;36;42;45;58;59;64;67
27;44;48;32;30;31;2;19;45;44;22;42;71;71;36;43;77;61;43;61;54;49;26;45;22;26;36;42;43;43;44;45;45;49;54;61;61;71;71;77
5;10;42;2;22;30;46;23;26;20;36;10;17;34;50;24;56;62;82;63;8;30;28;13;8;10;13;17;20;24;26;28;30;34;36;50;56;62;63;82
1;7;34;21;22;5;26;19;5;1;14;18;18;8;26;9;50;32;43;45;30;6;38;26;1;5;6;8;9;14;18;18;26;26;30;32;38;43;45;50
23;26;34;14;21;8;11;36;34;14;18;51;44;27;29;47;46;35;27;53;32;8;18;31;8;14;18;18;27;27;29;31;32;34;35;44;46;47;51;53
30;42;31;36;2;34;41;23;27;54;63;42;25;74;65;65;25;58;67;48;35;58;66;48;25;25;27;35;42;48;48;54;58;58;63;65;65;66;67;74
44;20;7;14;22;9;5;39;61;37;45;76;37;10;12;50;25;6;3;26;36;19;2;53;2;3;6;10;12;19;25;26;36;37;37;45;50;53;61;76
17;2;43;43;14;42;12;14;13;43;23;15;7;27;14;0;48;82;36;47;55;79;42;49;0;7;13;14;15;23;27;36;42;43;47;48;49;55;79;82
2;18;17;14;24;18;36;7;13;7;26;-2;36;31;40;12;39;17;35;9;19;21;32;5;-2;5;7;9;12;13;17;19;21;26;31;32;35;36;39;40
36;6;26;32;3;25;22;44;34;52;51;80;4;28;25;45;14;48;35;68;28;42;50;74;4;14;25;28;28;34;35;42;45;48;50;51;52;68;74;80
49;3;12;12;30;6;1;45;67;36;47;86;31;4;-13;29;36;18;10;38;41;6;12;49;-13;4;6;10;12;18;29;31;36;36;38;41;47;49;67;86
20;43;4;30;2;44;17;14;12;59;37;17;34;69;43;48;-3;48;14;15;17;74;40;25;-3;12;14;15;17;17;25;34;37;40;43;48;48;59;69;74
2;38;38;48;44;48;4;40;45;48;-13;32;81;73;23;75;69;82;42;75;77;81;38;81;-13;23;32;38;42;45;48;69;73;75;75;77;81;81;81;82
7;12;10;6;29;36;34;42;25;38;30;30;36;45;45;37;23;31;35;51;25;26;28;38;23;25;25;26;28;30;30;31;35;36;37;38;38;45;45;51
17;21;5;28;46;21;35;4;59;33;45;16;60;24;42;21;31;21;39;1;63;44;61;21;1;16;21;21;21;24;31;33;39;42;44;45;59;60;61;63
6;9;36;35;1;15;42;48;-13;11;37;50;6;19;32;43;18;43;65;70;34;34;64;80;-13;6;11;18;19;32;34;34;37;43;43;50;64;65;70;80
39;27;11;27;18;6;22;45;57;25;50;77;30;33;48;61;27;3;28;48;30;24;33;70;3;24;25;27;28;30;30;33;33;48;48;50;57;61;70;77
16;29;38;0;0;22;23;10;9;19;23;6;15;37;46;26;27;60;58;47;-4;17;16;10;-4;6;9;10;15;16;17;19;23;26;27;37;46;47;58;60
16;3;26;30;12;28;7;1;11;35;17;-2;15;31;4;-12;30;41;18;21;27;38;24;25;-12;-2;4;11;15;17;18;21;24;25;27;30;31;35;38;41
36;45;4;2;29;28;25;8;53;62;47;29;73;70;53;48;32;24;13;-5;28;12;8;4;-5;4;8;12;13;24;28;29;32;47;48;53;53;62;70;73
21;14;47;49;3;24;47;33;7;43;54;34;15;36;52;37;35;54;91;68;36;66;94;77;7;15;34;35;36;36;37;43;52;54;54;66;68;77;91;94
32;40;20;44;12;44;27;33;29;65;56;61;38;68;61;53;26;58;41;39;43;77;64;60;26;29;38;39;41;43;53;56;58;60;61;61;64;65;68;77
40;42;5;41;20;39;7;14;44;63;32;36;59;74;37;53;15;38;12;10;56;80;44;48;10;12;15;32;36;37;38;44;44;48;53;56;59;63;74;80
16;33;35;6;20;27;20;9;33;30;26;9;44;54;52;28;38;42;44;37;16;16;14;11;9;11;14;16;16;26;28;30;33;37;38;42;44;44;52;54
22;41;12;29;46;42;4;37;67;61;11;50;75;68;34;59;44;45;0;37;68;52;17;53;0;11;17;34;37;44;45;50;52;53;59;61;67;68;68;75
39;30;3;9;17;27;36;40;39;66;70;77;37;42;48;66;16;13;28;33;12;32;30;36;12;13;16;28;30;32;33;36;37;39;42;48;66;66;70;77
20;19;40;37;24;11;25;3;26;26;41;7;38;15;39;12;53;41;51;30;55;29;42;38;7;12;15;26;26;29;30;38;38;39;41;41;42;51;53;55
37;43;10;8;35;18;36;42;72;47;71;63;61;59;75;66;42;15;32;39;37;22;27;43;15;22;27;32;37;39;42;43;47;59;61;63;66;71;72;75
1;27;13;3;49;1;4;22;48;-13;-6;3;57;16;19;32;46;0;7;31;46;-15;-5;23;-15;-13;-6;-5;0;3;7;16;19;23;31;32;46;46;48;57
41;27;44;9;19;8;1;9;46;49;35;42;28;20;17;16;48;43;42;48;9;16;4;14;4;9;14;16;16;17;20;28;35;42;42;43;46;48;48;49
16;28;24;33;10;16;21;21;23;20;31;35;24;32;38;40;33;29;28;42;29;37;38;36;20;23;24;28;29;29;31;32;33;35;36;37;38;38;40;42
1;11;7;30;25;44;2;8;18;39;-5;-3;24;47;-2;1;13;37;-11;15;48;63;15;24;-11;-5;-3;-2;1;13;15;15;18;24;24;37;39;47;48;63
9;15;33;5;21;16;31;47;15;16;31;36;25;16;36;50;42;34;52;68;14;19;31;43;14;15;16;16;19;25;31;31;34;36;36;42;43;50;52;68
47;45;39;4;40;43;30;34;76;74;57;68;75;87;60;65;77;81;51;71;42;34;19;23;19;23;34;42;51;57;60;65;68;71;74;75;76;77;81;87
7;32;9;43;0;43;0;12;5;49;-10;9;12;75;18;27;3;38;3;2;29;71;30;55;-10;2;3;3;5;9;12;18;27;29;30;38;49;55;71;75
49;15;40;16;20;3;47;38;62;33;80;75;20;2;59;40;44;31;78;63;23;6;45;44;2;6;20;23;31;33;40;44;44;45;59;62;63;75;78;80
32;6;31;34;18;2;43;28;47;34;62;41;23;-3;45;18;47;30;72;44;43;29;71;55;-3;18;23;29;30;34;41;43;44;45;47;47;55;62;71;72
35;8;1;49;18;23;25;49;39;52;44;80;20;14;31;42;1;23;9;48;56;56;60;87;1;9;14;20;23;31;39;42;44;48;52;56;56;60;80;87
27;47;2;12;38;32;7;29;48;54;24;38;68;64;40;63;24;26;-7;13;32;43;7;41;-7;7;13;24;24;26;32;38;40;41;43;48;54;63;64;68
22;13;35;31;25;33;40;19;41;35;57;28;23;45;50;17;47;60;74;34;41;52;71;32;17;23;28;32;34;35;41;41;45;47;50;52;57;60;71;74
10;11;47;46;47;4;15;16;45;10;9;23;49;-3;18;23;76;42;56;48;86;32;60;42;-3;9;10;18;23;23;32;42;42;45;48;49;56;60;76;86
35;22;9;25;34;20;37;3;53;55;63;19;36;26;58;20;27;21;39;11;50;31;60;22;11;19;20;21;22;26;27;31;36;39;50;53;55;58;60;63
14;28;0;5;15;49;38;18;13;43;50;21;36;65;64;41;15;46;30;6;6;41;25;14;6;6;13;14;15;21;25;30;36;41;41;43;46;50;64;65
1;42;0;46;20;23;10;37;5;6;6;27;60;57;48;68;11;14;10;33;58;61;50;83;5;6;6;10;11;14;27;33;48;50;57;58;60;61;68;83
34;40;45;32;12;6;33;35;41;35;59;49;44;39;53;72;48;36;59;69;39;38;59;58;35;36;38;39;39;41;44;48;49;53;58;59;59;59;69;72
39;33;27;27;38;26;16;10;73;60;45;42;57;41;49;35;54;43;33;30;61;38;26;26;26;26;30;33;35;38;41;42;43;45;49;54;57;60;61;73
8;36;49;25;7;1;25;43;-4;-8;23;47;34;34;57;61;46;37;71;72;28;25;42;51;-8;-4;23;25;28;34;34;37;42;46;47;51;57;61;71;72
17;7;22;6;1;13;44;49;15;27;46;62;-8;20;49;52;11;18;63;53;1;12;45;40;-8;1;11;12;15;18;20;27;40;45;46;49;52;53;62;63
49;24;33;44;14;6;38;11;58;48;77;60;28;26;46;15;34;28;68;37;47;41;66;52;15;26;28;28;34;37;41;46;47;48;52;58;60;66;68;77
30;15;12;33;22;6;43;47;32;36;70;59;35;9;41;48;18;7;47;45;41;33;69;68;7;9;18;32;33;35;36;41;41;45;47;48;59;68;69;70
16;31;43;4;4;4;44;17;16;5;56;18;32;31;61;40;35;41;76;53;7;-12;48;8;-12;5;7;8;16;18;31;32;35;40;41;48;53;56;61;76
4;30;26;45;10;35;39;12;13;33;24;9;28;49;55;23;31;59;61;20;49;74;66;40;9;13;20;23;24;28;31;33;40;49;49;55;59;61;66;74
17;11;17;22;40;10;42;7;48;7;49;22;48;19;37;14;40;16;43;7;59;23;45;14;7;7;14;14;16;19;22;23;37;40;43;45;48;48;49;59
5;22;33;17;14;46;19;9;18;46;8;-4;20;63;34;12;46;63;32;36;17;49;24;23;-4;8;12;17;18;20;23;24;32;34;36;46;46;49;63;63
28;39;44;36;10;16;3;49;38;29;15;62;34;38;39;80;46;41;47;83;39;52;35;84;15;29;34;35;38;38;39;39;41;46;47;52;62;80;83;84
31;3;8;23;22;18;2;15;46;40;27;34;10;18;3;4;15;10;2;13;33;35;19;36;2;3;4;10;10;13;15;18;19;27;33;34;35;36;40;46
30;27;46;5;26;47;18;27;39;74;32;43;41;64;42;53;61;78;44;57;24;40;10;17;10;17;24;32;39;40;41;42;43;44;53;57;61;64;74;78
24;30;1;28;25;49;26;16;39;53;32;37;40;62;37;37;7;36;10;-3;38;71;53;28;-3;7;10;28;32;36;37;37;37;38;39;40;53;53;62;71
28;36;8;17;13;48;45;7;34;56;54;30;30;84;76;31;14;47;42;7;17;65;44;4;4;7;14;17;30;30;31;34;42;44;47;54;56;65;76;84
27;9;17;14;36;32;18;24;50;57;29;31;39;30;23;19;36;32;28;37;49;38;15;30;15;19;23;28;29;30;30;31;32;36;37;38;39;49;50;57
28;0;46;22;16;16;39;1;30;41;49;9;-2;15;34;-6;56;46;73;39;33;35;46;10;-6;-2;9;10;15;30;33;34;35;39;41;46;46;49;56;73
2;25;20;44;30;3;22;10;26;-12;12;0;36;27;45;15;35;18;39;21;64;42;49;54;-12;0;12;15;18;21;26;27;35;36;39;42;45;49;54;64
41;27;19;4;37;11;21;1;66;41;43;41;59;19;31;20;46;24;21;12;26;-1;10;-10;-10;-1;10;12;19;20;21;24;26;31;41;41;43;46;59;66
3;39;42;10;16;33;23;22;2;26;12;7;53;59;42;60;48;62;61;58;26;23;21;24;2;7;12;21;23;24;26;26;42;48;53;58;59;60;61;62
36;32;25;16;47;25;2;1;76;41;21;22;68;50;29;32;64;38;21;8;54;22;11;12;8;11;12;21;21;22;22;29;32;38;41;50;54;64;68;76
23;2;23;45;0;0;31;25;10;6;40;44;-14;-5;23;22;18;6;43;42;43;35;68;53;-14;-5;6;6;10;18;22;23;35;40;42;43;43;44;53;68
44;1;14;37;23;14;25;15;67;38;54;53;12;2;24;8;17;27;26;23;48;50;48;47;2;8;12;17;23;24;26;27;38;47;48;48;50;53;54;67
47;29;11;14;24;21;31;46;56;60;69;81;50;33;41;62;33;19;25;57;28;16;30;46;16;19;25;28;30;33;33;41;46;50;56;57;60;62;69;81
8;0;12;34;1;8;28;26;-8;-4;18;18;-8;-5;14;9;-6;2;36;20;31;37;43;50;-8;-8;-6;-5;-4;2;9;14;18;18;20;31;36;37;43;50
10;38;35;22;46;38;33;39;36;42;34;36;69;68;69;63;63;63;62;62;48;40;55;50;34;36;36;40;42;48;50;55;62;62;63;63;63;68;69;69
17;16;8;6;29;19;45;21;30;34;57;34;27;25;59;30;36;15;53;14;23;8;33;24;8;14;15;23;24;25;27;30;30;33;34;34;36;53;57;59
15;0;16;10;1;0;33;42;13;1;41;39;-5;-3;25;27;14;-1;42;56;9;6;36;46;-5;-3;-1;1;6;9;13;14;25;27;36;39;41;42;46;56
46;2;5;7;11;20;4;44;38;49;32;81;-4;4;-9;38;-4;5;3;49;13;19;-9;40;-9;-9;-4;-4;3;4;5;13;19;32;38;38;40;49;49;81
40;36;22;9;24;46;26;42;51;82;58;64;53;77;47;63;45;63;31;51;32;43;17;47;17;31;32;43;45;47;47;51;51;53;58;63;63;64;77;82
10;13;10;20;9;6;14;21;13;3;10;11;16;10;15;24;3;2;8;18;27;22;17;40;2;3;3;8;10;10;11;13;15;16;17;18;22;24;27;40
40;21;33;17;37;36;24;2;74;71;62;34;44;38;35;9;52;57;42;32;50;35;22;5;5;9;22;32;34;35;35;38;42;44;50;52;57;62;71;74
34;46;33;41;12;25;48;31;44;58;81;45;55;70;80;64;39;54;81;59;47;57;75;71;39;44;45;47;54;55;57;58;59;64;70;71;75;80;81;81
10;16;38;30;46;29;39;2;41;25;40;3;46;32;40;10;75;52;58;20;75;57;51;31;3;10;20;25;31;32;40;40;41;46;51;52;57;58;75;75
40;21;10;11;22;26;19;43;62;61;58;78;34;44;20;56;24;25;17;36;13;20;12;41;12;13;17;20;20;24;25;34;36;41;44;56;58;61;62;78
10;26;2;21;12;9;30;30;5;8;23;37;20;32;38;55;-6;8;30;19;16;15;35;40;-6;5;8;8;15;16;19;20;23;30;32;35;37;38;40;55
32;7;41;19;24;46;32;3;46;59;55;25;18;49;29;1;61;78;66;34;40;54;36;9;1;9;18;25;29;34;36;40;46;49;54;55;59;61;66;78
10;41;36;0;25;47;14;27;33;40;14;21;52;72;40;61;51;80;47;61;23;32;-1;16;-1;14;16;21;23;32;33;40;40;47;51;52;61;61;72;80
28;11;21;36;0;35;33;30;15;55;45;39;-3;29;42;38;13;54;34;41;30;71;57;53;-3;13;15;29;30;34;38;39;41;42;45;53;54;55;57;71
14;20;20;48;13;41;35;35;10;55;49;43;30;61;50;44;22;43;36;36;60;69;65;77;10;22;30;36;36;43;43;44;49;50;55;60;61;65;69;77
4;41;33;11;46;3;21;44;45;4;18;28;83;41;54;80;64;34;50;71;40;0;22;44;0;4;18;22;28;34;40;41;44;45;50;54;64;71;80;83
9;49;3;34;23;13;36;18;22;20;32;9;66;46;84;55;22;-2;38;8;48;30;65;48;-2;8;9;20;22;22;30;32;38;46;48;48;55;65;66;84
36;41;14;40;33;33;19;35;62;58;39;58;56;74;40;56;29;46;13;47;68;55;57;67;13;29;39;40;46;47;55;56;56;57;58;58;62;67;68;74
48;6;7;30;18;27;6;17;49;60;47;57;14;15;8;7;8;21;0;24;39;46;21;39;0;7;8;8;14;15;21;21;24;39;39;46;47;49;57;60
33;5;6;9;6;18;8;19;32;31;35;39;4;17;5;10;0;24;8;20;-3;9;2;27;-3;0;2;4;5;8;9;10;17;20;24;27;31;32;35;39
0;45;26;33;8;26;32;14;-4;8;12;2;46;70;68;42;16;36;48;27;41;43;61;27;-4;2;8;12;16;27;27;36;41;42;43;46;48;61;68;70
21;40;7;0;10;10;33;42;15;18;48;59;47;50;53;63;9;6;26;38;-7;7;22;32;-7;6;7;9;15;18;22;26;32;38;47;48;50;53;59;63
41;7;6;42;3;24;24;13;34;53;51;49;-2;16;30;0;3;10;18;5;26;52;60;50;-2;0;3;5;10;16;18;26;30;34;49;50;51;52;53;60
9;48;19;38;22;27;17;21;16;36;15;25;63;74;46;63;30;34;28;22;40;49;44;40;15;16;22;25;28;30;34;36;40;40;44;46;49;63;63;74
1;49;37;14;16;0;32;12;1;-6;14;-2;57;45;76;61;46;25;59;45;25;7;26;23;-6;-2;1;7;14;23;25;25;26;45;45;46;57;59;61;76
24;15;48;33;44;31;10;34;50;54;30;53;49;28;25;36;88;75;46;70;60;44;42;65;25;28;30;36;42;44;46;49;50;53;54;60;65;70;75;88
20;48;4;13;48;22;4;8;56;39;13;24;96;52;38;55;33;6;8;9;50;20;0;11;0;6;8;9;11;13;20;24;33;38;39;50;52;55;56;96
44;17;39;1;42;7;39;38;73;44;74;80;52;21;37;54;78;29;71;67;32;-12;29;34;-12;21;29;29;32;34;37;44;52;54;67;71;73;74;78;80
16;36;6;10;4;23;27;2;5;38;42;13;39;39;63;34;5;12;20;-2;-2;32;30;8;-2;-2;5;5;8;12;13;20;30;32;34;38;39;39;42;63
34;7;48;6;12;7;4;46;35;30;26;67;0;-1;-9;50;58;51;52;86;7;7;-5;39;-9;-5;-1;0;7;7;26;30;35;39;50;51;52;58;67;86
31;39;49;25;27;25;13;46;50;42;27;63;56;50;33;69;72;69;52;81;50;30;32;66;27;30;32;33;42;50;50;50;52;56;63;66;69;69;72;81
24;24;12;23;20;27;44;21;38;37;51;42;43;33;62;26;18;22;52;27;35;32;51;25;18;22;25;26;27;32;33;35;37;38;42;43;51;51;52;62
2;8;37;33;31;31;20;30;27;23;5;15;38;19;18;34;67;48;50;57;53;57;40;57;5;15;18;19;23;27;34;38;40;48;50;53;57;57;57;67
20;34;0;33;30;37;19;27;41;43;24;37;63;64;39;45;11;23;4;13;51;63;50;48;4;11;13;23;24;37;39;41;43;45;48;50;51;63;63;64
18;10;16;16;46;11;19;3;52;28;19;9;46;10;14;6;42;26;16;14;51;14;32;9;6;9;9;10;14;14;14;16;19;26;28;32;42;46;51;52
21;0;11;27;13;7;42;43;18;24;47;52;10;0;26;36;17;1;41;50;34;17;63;56;0;1;10;17;17;18;24;26;34;36;41;47;50;52;56;63
43;41;28;19;44;1;49;48;81;24;92;81;72;41;72;72;67;28;61;76;44;14;62;47;14;24;28;41;44;47;61;62;67;72;72;72;76;81;81;92
39;7;20;24;7;9;48;11;35;35;82;49;-1;-1;50;2;13;20;54;13;13;32;62;26;-1;-1;2;13;13;13;20;26;32;35;35;49;50;54;62;82
32;43;12;4;27;33;25;12;54;49;41;32;64;59;56;39;21;30;22;19;28;31;15;2;2;15;19;21;22;28;30;31;32;39;41;49;54;56;59;64
48;44;31;38;24;32;36;35;63;80;73;74;63;56;66;78;40;49;59;48;42;60;69;56;40;42;48;49;56;56;59;60;63;63;66;69;73;74;78;80
14;45;18;37;29;13;48;22;41;27;44;26;74;46;78;50;39;28;59;35;65;41;77;48;26;27;28;35;39;41;41;44;46;48;50;59;65;74;77;78
16;48;48;18;20;29;22;1;21;25;25;10;49;76;62;30;57;68;54;30;22;28;28;12;10;12;21;22;25;25;28;28;30;30;49;54;57;62;68;76
45;17;40;36;46;27;0;20;87;61;43;63;51;28;3;17;76;59;21;52;78;45;35;53;3;17;21;28;35;43;45;51;52;53;59;61;63;76;78;87
2;26;28;17;44;49;36;47;30;42;27;30;69;75;55;68;58;73;44;72;51;59;37;59;27;30;30;37;42;44;51;55;58;59;59;68;69;72;73;75
39;30;47;34;0;12;33;5;19;49;63;36;11;27;51;32;44;46;80;38;24;37;63;28;11;19;24;27;28;32;36;37;38;44;46;49;51;63;63;80
41;14;13;3;47;37;7;27;88;64;41;52;48;41;14;37;53;35;10;33;34;37;-6;18;-6;10;14;18;33;34;35;37;37;41;41;48;52;53;64;88
45;48;32;42;33;43;46;41;71;70;71;68;66;87;75;84;45;74;69;59;75;75;74;65;45;59;65;66;68;69;70;71;71;74;74;75;75;75;84;87
17;40;9;42;14;37;39;31;13;36;40;45;35;73;67;69;22;43;29;35;53;63;68;72;13;22;29;35;35;36;40;43;45;53;63;67;68;69;72;73
19;0;45;4;47;36;31;44;53;52;43;47;27;21;14;36;76;69;62;79;47;34;19;48;14;19;21;27;34;36;43;47;47;48;52;53;62;69;76;79
43;10;42;38;13;35;28;17;42;66;54;54;11;27;22;23;42;73;70;45;51;72;50;52;11;22;23;27;42;42;45;50;51;52;54;54;66;70;72;73
7;1;21;14;28;15;0;14;27;4;-12;11;28;11;-7;15;48;19;20;22;42;25;5;8;-12;-7;4;5;8;11;11;15;19;20;22;25;27;28;42;48
23;4;35;23;4;46;38;23;8;61;60;32;-10;36;40;16;39;76;70;55;26;49;60;27;-10;8;16;26;27;32;36;39;40;49;55;60;60;61;70;76
46;10;26;37;17;9;45;4;52;40;86;37;8;7;55;2;37;30;70;28;39;46;82;36;2;7;8;28;30;36;37;37;39;40;46;52;55;70;82;86
36;41;26;21;46;20;38;48;68;44;67;69;67;61;72;77;69;35;47;60;54;31;42;58;31;35;42;44;47;54;58;60;61;67;67;68;69;69;72;77
20;9;12;20;31;43;22;1;35;62;36;11;27;51;19;5;30;54;15;1;44;52;28;11;1;5;11;11;15;19;27;28;30;35;36;44;51;52;54;62
4;29;28;24;34;28;47;3;29;17;50;-3;59;51;75;15;62;49;73;28;52;50;53;17;-3;15;17;17;28;29;49;50;50;51;52;53;59;62;73;75
0;41;37;31;7;5;49;30;4;-13;43;12;32;26;79;71;42;40;81;47;38;34;67;56;-13;4;12;26;32;34;38;40;42;43;47;56;67;71;79;81
47;18;15;33;29;13;16;42;66;47;55;78;40;13;34;46;39;8;22;47;50;44;30;74;8;13;22;30;34;39;40;44;46;47;47;50;55;66;74;78
26;9;43;34;45;32;4;48;64;39;24;65;50;38;-6;39;82;63;28;81;66;57;20;82;-6;20;24;28;38;39;39;50;57;63;64;65;66;81;82;82
14;12;1;15;19;19;44;46;20;17;53;47;11;25;51;56;8;5;28;40;25;33;41;54;5;8;11;17;20;25;25;28;33;40;41;47;51;53;54;56
4;24;16;16;38;8;31;30;36;-2;31;31;54;18;48;49;51;11;46;26;35;5;46;41;-2;5;11;18;26;31;31;35;36;41;46;46;48;49;51;54
9;39;8;33;34;26;23;37;43;17;24;27;61;64;61;57;32;32;19;37;53;47;48;65;17;19;24;27;32;32;37;43;47;48;53;57;61;61;64;65
36;22;18;7;17;49;12;14;33;74;35;36;27;53;21;16;21;63;22;13;21;40;7;3;3;7;13;16;21;21;21;22;27;33;35;36;40;53;63;74
40;23;36;48;28;28;2;45;54;48;22;76;45;47;5;49;46;52;30;68;63;70;32;74;5;22;30;32;45;46;47;48;49;52;54;63;68;70;74;76
21;40;24;40;43;35;44;34;60;56;59;46;80;58;64;59;49;46;50;46;65;55;78;61;46;46;46;49;50;55;56;58;59;59;60;61;64;65;78;80
16;16;43;22;33;34;41;32;33;43;55;28;41;39;43;31;58;65;83;62;37;40;51;49;28;31;33;37;39;40;41;43;43;49;51;55;58;62;65;83
40;1;27;9;39;0;7;30;78;33;36;63;35;-9;-1;22;46;8;15;50;30;6;13;33;-9;-1;6;8;13;15;22;30;33;33;35;36;46;50;63;78
33;8;37;37;18;28;13;0;43;53;37;22;23;31;15;3;46;60;33;27;45;46;40;37;3;15;22;23;27;31;33;37;37;40;43;45;46;46;53;60
8;39;33;20;20;6;13;20;24;0;9;15;45;44;35;46;45;34;32;52;31;25;33;37;0;9;15;24;25;31;32;33;34;35;37;44;45;45;46;52
35;9;35;13;27;44;36;28;48;68;59;63;25;35;36;19;61;75;52;44;26;49;40;33;19;25;26;33;35;36;40;44;48;49;52;59;61;63;68;75
8;43;13;5;12;27;49;39;16;21;42;28;48;59;87;68;23;32;46;50;-2;29;46;37;-2;16;21;23;28;29;32;37;42;46;46;48;50;59;68;87
10;7;41;28;8;28;14;37;8;35;19;28;3;20;17;33;45;63;54;63;32;53;35;54;3;8;17;19;20;28;32;33;35;35;45;53;54;54;63;63
22;46;7;36;11;4;21;3;28;6;27;19;55;42;67;33;4;1;22;-3;33;39;48;38;-3;1;4;6;19;22;27;28;33;33;38;39;42;48;55;67
45;44;26;29;27;46;37;22;52;86;72;63;62;77;62;63;38;57;60;28;37;61;51;32;28;32;37;38;51;52;57;60;61;62;62;63;63;72;77;86
