q0p0;q0p1;q0p2;q1p0;q1p1;q1p2;q2p0;q2p1;q2p2;s[0, 3];s[0, 4];s[0, 5];s[0, 6];s[0, 7];s[0, 8];s[1, 3];s[1, 4];s[1, 5];s[1, 6];s[1, 7];s[1, 8];s[2, 3];s[2, 4];s[2, 5];s[2, 6];s[2, 7];s[2, 8];s[3, 6];s[3, 7];s[3, 8];s[4, 6];s[4, 7];s[4, 8];s[5, 6];s[5, 7];s[5, 8];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8;cost_ranking 9;cost_ranking 10;cost_ranking 11;cost_ranking 12;cost_ranking 13;cost_ranking 14;cost_ranking 15;cost_ranking 16;cost_ranking 17;cost_ranking 18;cost_ranking 19;cost_ranking 20;cost_ranking 21;cost_ranking 22;cost_ranking 23;cost_ranking 24;cost_ranking 25;cost_ranking 26
6;9;37;40;18;42;19;25;23;30;7;28;21;16;18;35;15;51;13;15;12;62;47;73;50;44;47;57;51;50;17;31;23;55;53;53;7;12;13;15;15;16;17;18;21;23;28;30;31;35;44;47;47;50;50;51;51;53;53;55;57;62;73
29;39;45;7;0;21;42;25;11;21;27;49;70;47;32;40;37;41;78;46;32;46;44;63;68;66;51;49;18;17;28;10;3;43;43;32;3;10;17;18;21;27;28;32;32;32;37;40;41;43;43;44;46;46;47;49;49;51;63;66;68;70;78
4;5;45;45;41;3;48;47;10;33;44;1;33;38;-6;34;37;-4;36;36;-1;81;75;34;74;87;49;87;87;42;79;87;48;49;34;-4;-6;-4;-4;-1;1;33;33;34;34;34;36;36;37;38;42;44;48;49;49;74;75;79;81;87;87;87;87
21;3;15;30;18;9;17;29;3;34;33;22;37;38;12;33;13;5;4;23;-10;41;14;16;19;32;14;37;54;20;17;31;4;10;35;-6;-10;-6;4;4;5;10;12;13;14;14;16;17;19;20;22;23;31;32;33;33;34;35;37;37;38;41;54
25;6;3;20;18;45;18;1;27;39;35;54;42;24;46;15;22;48;13;-6;18;7;11;48;21;0;10;24;6;33;35;0;36;44;46;53;-6;0;0;6;7;10;11;13;15;18;21;22;24;24;33;35;35;36;39;42;44;46;46;48;48;53;54
2;44;5;1;49;37;17;35;23;-10;41;28;6;30;24;45;82;80;45;79;55;-13;34;32;6;28;14;11;19;20;50;70;69;53;64;59;-13;-10;6;6;11;14;19;20;24;28;28;30;32;34;41;45;45;50;53;55;59;64;69;70;79;80;82
37;17;36;47;24;5;26;40;2;71;54;37;54;77;39;57;38;21;25;42;9;65;59;39;48;70;25;67;80;41;36;55;23;19;41;-8;-8;9;19;21;23;25;25;36;37;38;39;39;41;41;42;48;54;54;55;57;59;65;67;70;71;77;80
44;16;13;34;48;49;17;29;5;63;85;89;50;72;33;33;55;48;22;33;6;35;60;47;19;37;10;47;46;39;53;74;52;65;66;50;6;10;19;22;33;33;33;35;37;39;46;47;47;48;50;50;52;53;55;60;63;65;66;72;74;85;89
6;47;6;39;13;37;7;10;23;44;0;40;-5;12;17;80;44;76;47;47;56;44;1;26;-1;8;29;43;44;53;5;16;33;41;28;53;-5;-1;0;1;5;8;12;16;17;26;28;29;33;40;41;43;44;44;44;44;47;47;53;53;56;76;80
21;41;33;49;7;23;37;10;12;68;20;29;44;15;30;73;46;49;75;43;43;62;27;46;69;27;45;68;39;43;41;0;2;52;22;33;0;2;15;20;22;27;27;29;30;33;39;41;43;43;43;44;45;46;46;49;52;62;68;68;69;73;75
39;5;3;22;11;34;43;14;27;59;36;63;63;52;64;8;3;31;29;16;18;14;10;34;42;1;27;61;25;42;48;13;29;59;36;61;1;3;8;10;13;14;16;18;25;27;29;29;31;34;36;36;42;42;48;52;59;59;61;61;63;63;64
25;33;39;18;30;4;7;8;16;25;55;18;18;22;22;47;55;34;38;26;44;40;52;37;45;35;47;17;17;20;24;33;38;10;-2;0;-2;0;10;17;17;18;18;20;22;22;24;25;26;33;34;35;37;38;38;40;44;45;47;47;52;55;55
18;42;46;8;28;39;23;4;2;17;45;54;26;20;5;38;70;75;59;28;42;48;56;83;51;45;41;27;-6;1;47;26;22;47;38;26;-6;1;5;17;20;22;26;26;26;27;28;38;38;41;42;45;45;47;47;48;51;54;56;59;70;75;83
38;11;13;1;7;35;22;42;1;20;38;58;44;71;33;11;17;46;18;44;9;-4;18;44;23;40;3;23;35;-1;12;31;8;57;71;26;-4;-1;3;8;9;11;12;17;18;18;20;23;23;26;31;33;35;38;40;44;44;44;46;57;58;71;71
5;21;6;9;43;28;18;17;2;7;42;26;8;4;0;29;49;46;20;21;12;2;30;29;15;16;2;13;15;-7;49;55;26;31;28;20;-7;0;2;2;4;7;8;12;13;15;15;16;20;20;21;26;26;28;29;29;30;31;42;46;49;49;55
23;7;45;35;46;2;19;19;31;56;54;20;38;36;45;23;53;-1;20;19;30;79;87;45;62;47;61;53;39;61;52;50;65;5;16;27;-1;5;16;19;20;20;23;27;30;36;38;39;45;45;47;50;52;53;53;54;56;61;61;62;65;79;87
23;16;41;27;7;33;22;11;12;38;20;51;29;16;31;28;9;36;29;13;10;57;35;62;53;52;43;42;19;30;16;15;16;55;41;31;9;10;13;15;16;16;16;19;20;28;29;29;30;31;31;35;36;38;41;42;43;51;52;53;55;57;62
44;14;8;33;9;37;34;29;39;72;50;80;71;54;80;28;16;44;48;24;44;38;-1;25;31;28;35;62;56;52;42;30;48;61;49;74;-1;16;24;25;28;28;30;31;35;38;42;44;44;48;48;49;50;52;54;56;61;62;71;72;74;80;80
9;35;46;4;27;17;12;12;35;4;23;17;6;2;32;35;55;39;34;27;50;43;65;50;42;38;61;3;8;30;37;31;58;20;19;41;2;3;4;6;8;17;19;20;23;27;30;31;32;34;35;37;38;39;41;42;43;50;50;55;58;61;65
35;2;20;1;14;33;33;35;22;18;49;50;52;62;48;-6;14;26;28;27;24;2;21;41;53;43;36;34;35;22;41;44;19;53;50;45;-6;2;14;18;19;21;22;24;26;27;28;34;35;36;41;41;43;44;45;48;49;50;50;52;53;53;62
32;33;11;17;29;10;3;39;35;41;59;42;35;67;51;49;51;27;36;62;51;24;40;6;14;34;33;10;54;38;14;48;50;-7;37;32;-7;6;10;14;14;24;27;32;33;34;35;36;37;38;40;41;42;48;49;50;51;51;51;54;59;62;67
2;24;25;35;4;37;6;42;33;20;-10;20;-2;30;21;56;20;57;23;47;55;42;11;49;27;55;39;21;64;50;2;46;29;40;64;68;-10;-2;2;11;20;20;20;21;21;23;27;29;30;39;40;42;46;47;49;50;55;55;56;57;64;64;68
32;43;0;14;30;17;5;30;5;45;52;29;27;46;32;48;63;48;44;68;32;-2;25;14;-4;13;-14;1;31;2;16;52;34;3;42;4;-14;-4;-2;1;2;3;4;13;14;16;25;27;29;31;32;32;34;42;44;45;46;48;48;52;52;63;68
15;27;24;14;2;4;18;21;39;26;-1;15;21;32;49;36;11;14;41;40;49;30;24;8;26;26;55;13;19;48;9;14;36;8;13;29;-1;8;8;9;11;13;13;14;14;15;19;21;24;26;26;26;29;30;32;36;36;40;41;48;49;49;55
45;0;37;3;40;46;7;26;34;34;76;87;43;66;68;-8;32;30;-6;24;21;23;71;67;31;49;52;-2;15;24;44;62;62;33;52;74;-8;-6;-2;15;21;23;24;24;30;31;32;33;34;43;44;49;52;52;62;62;66;67;68;71;74;76;87
37;27;31;12;38;33;42;0;10;45;61;53;60;27;29;38;65;51;49;23;26;32;57;58;71;15;22;41;5;5;80;32;44;64;13;24;5;5;13;15;22;23;24;26;27;29;32;32;38;41;44;45;49;51;53;57;58;60;61;64;65;71;80
9;22;16;6;34;24;19;26;22;-1;25;26;27;28;12;15;51;29;30;30;36;5;37;39;23;34;26;6;12;19;44;48;45;42;32;31;-1;5;6;12;12;15;19;23;25;26;26;27;28;29;30;30;31;32;34;36;37;39;42;44;45;48;51
9;31;5;9;41;22;46;35;24;4;30;16;53;29;21;33;52;42;64;62;51;14;34;22;49;20;17;49;39;15;70;60;60;60;46;30;4;14;15;16;17;20;21;22;29;30;30;33;34;39;42;46;49;49;51;52;53;60;60;60;62;64;70
14;39;38;8;9;29;19;22;12;11;9;26;27;29;25;46;48;53;38;50;50;27;46;62;40;44;31;24;25;16;11;20;1;28;44;25;1;9;11;11;16;20;24;25;25;25;26;27;27;28;29;31;38;40;44;44;46;46;48;50;50;53;62
27;11;37;2;18;32;26;33;1;18;36;57;41;42;16;-1;18;30;24;27;1;26;43;55;49;54;38;10;26;-14;42;36;1;56;53;19;-14;-1;1;1;10;16;18;18;19;24;26;26;27;30;36;36;38;41;42;42;43;49;53;54;55;56;57
23;28;15;10;16;7;23;44;15;33;23;30;29;48;38;27;29;17;48;54;23;14;26;4;22;43;20;26;39;19;35;47;16;21;37;12;4;12;14;16;17;19;20;21;22;23;23;26;26;27;29;29;30;33;35;37;38;39;43;47;48;48;54
2;42;15;16;15;0;38;8;36;5;10;-18;28;4;20;41;48;28;75;39;67;30;12;7;41;21;45;54;18;38;47;13;46;19;-8;25;-18;-8;4;5;7;10;12;13;18;19;20;21;25;28;28;30;38;39;41;41;45;46;47;48;54;67;75
45;23;25;28;14;11;49;5;0;54;46;37;84;50;28;51;18;18;53;25;22;35;34;26;60;14;11;57;17;8;62;13;2;49;3;11;2;3;8;11;11;13;14;17;18;18;22;25;26;28;34;35;37;46;49;50;51;53;54;57;60;62;84
41;41;46;9;45;1;38;1;5;30;66;33;61;33;37;40;85;36;59;23;43;46;85;29;69;37;50;41;-4;2;80;40;50;20;-11;-4;-11;-4;-4;2;20;23;29;30;33;33;36;37;37;40;40;41;43;46;50;50;59;61;66;69;80;85;85
9;2;30;0;39;42;23;43;1;-11;28;34;31;33;5;-10;40;26;19;36;-3;15;50;70;35;67;27;21;43;-5;50;67;40;63;73;42;-11;-10;-5;-3;5;15;19;21;26;27;28;31;33;34;35;36;40;40;42;43;50;50;63;67;67;70;73
37;35;37;43;48;37;46;43;10;67;82;55;80;62;30;67;70;57;63;75;26;80;85;55;72;72;29;70;83;38;84;90;55;75;63;34;26;29;30;34;38;55;55;55;57;62;63;63;67;67;70;70;72;72;75;75;80;80;82;83;84;85;90
23;8;24;42;44;40;26;31;49;49;67;52;33;49;55;33;52;40;23;25;44;66;63;57;47;35;63;62;57;76;64;69;80;51;52;71;23;25;33;33;35;40;44;47;49;49;51;52;52;52;55;57;57;62;63;63;64;66;67;69;71;76;80
4;45;11;28;46;10;27;15;28;17;50;3;11;5;12;69;91;39;60;54;53;20;52;16;30;24;19;35;32;46;53;57;67;22;25;20;3;5;11;12;16;17;19;20;20;22;24;25;30;32;35;39;46;50;52;53;53;54;57;60;67;69;91
8;47;20;4;14;12;32;12;27;8;8;19;24;0;24;33;52;47;64;46;69;15;16;18;39;12;41;30;16;12;44;16;41;35;10;23;0;8;8;10;12;12;15;16;16;16;18;19;23;24;24;30;33;35;39;41;41;44;46;47;52;64;69
3;5;14;36;45;32;39;20;41;35;32;35;34;13;42;27;32;25;35;22;43;30;52;26;51;22;54;58;41;76;80;60;77;55;50;71;13;22;22;25;26;27;30;32;32;34;35;35;35;41;42;43;50;51;52;54;55;58;60;71;76;77;80
47;29;0;31;7;3;46;24;19;69;45;31;85;59;59;49;31;31;67;43;39;18;-3;3;40;17;5;72;37;48;49;15;16;29;12;8;-3;3;5;8;12;15;16;17;18;29;31;31;31;37;39;40;43;45;48;49;49;59;59;67;69;72;85
10;15;43;11;0;14;17;44;24;3;-9;9;17;44;15;21;11;15;24;54;24;40;39;56;52;70;62;13;39;21;4;27;14;28;51;33;-9;3;4;9;11;13;14;15;15;17;21;21;24;24;27;28;33;39;39;40;44;51;52;54;56;62;70
8;45;24;23;38;17;32;7;33;19;31;14;40;12;32;55;82;60;67;52;77;43;51;32;42;26;53;47;20;48;50;35;55;41;10;33;10;12;14;19;20;26;31;32;32;33;35;40;41;42;43;47;48;50;51;52;53;55;55;60;67;77;82
27;44;18;27;42;2;37;47;12;40;66;17;49;58;25;71;66;30;66;78;42;40;56;19;43;62;27;57;61;19;72;85;50;39;39;-2;-2;17;19;19;25;27;30;39;39;40;40;42;43;49;50;56;57;58;61;62;66;66;66;71;72;78;85
1;3;22;7;0;37;27;20;10;-1;-2;37;15;18;8;-4;-2;27;30;19;12;26;3;40;32;41;22;22;15;11;20;12;-8;50;38;29;-8;-4;-2;-2;-1;3;8;11;12;12;15;15;18;19;20;22;22;26;27;29;30;32;37;38;40;41;50
21;36;4;20;3;18;44;49;39;33;19;34;64;57;49;54;20;35;70;81;69;24;-11;11;48;47;41;62;60;39;29;44;41;53;49;43;-11;11;19;20;24;29;33;34;35;39;41;41;43;44;47;48;49;49;53;54;57;60;62;64;69;70;81
38;45;4;14;11;2;18;26;26;45;46;24;41;62;46;45;44;32;45;57;63;-2;12;-9;17;12;25;25;27;35;19;22;35;2;27;10;-9;-2;2;10;12;12;17;19;22;24;25;25;27;27;32;35;35;41;44;45;45;45;46;46;57;62;63
22;21;45;1;14;29;44;46;22;15;30;45;49;53;33;15;15;38;65;60;24;34;44;68;81;86;55;37;42;19;44;49;27;68;57;32;15;15;15;19;24;27;30;32;33;34;37;38;42;44;44;45;49;49;53;55;57;60;65;68;68;81;86
46;46;12;45;0;29;35;32;1;74;46;75;80;69;29;81;44;66;72;66;45;53;3;32;36;44;-2;64;66;41;17;14;-5;46;49;19;-5;-2;3;14;17;19;29;32;36;41;44;44;45;46;46;49;53;64;66;66;66;69;72;74;75;80;81
1;20;23;37;45;26;31;17;33;32;45;25;21;9;22;43;59;45;48;19;47;44;50;47;51;35;48;51;49;61;74;54;70;50;26;59;9;19;21;22;25;26;32;35;43;44;45;45;47;47;48;48;49;50;50;51;51;54;59;59;61;70;74
40;7;9;18;14;22;17;16;47;43;46;58;42;45;75;13;21;14;23;23;49;22;21;27;10;22;36;23;16;63;27;17;61;33;20;61;10;13;14;16;17;20;21;21;22;22;23;23;23;27;27;33;36;42;43;45;46;49;58;61;61;63;75
38;46;5;14;0;0;31;9;37;33;37;24;50;28;59;46;36;36;57;54;69;13;-7;-10;23;-4;25;44;11;47;20;8;27;29;-3;25;-10;-7;-4;-3;8;11;13;20;23;24;25;25;27;28;29;33;36;36;37;44;46;47;50;54;57;59;69
42;41;22;4;24;35;36;49;38;26;54;65;71;83;62;32;55;62;74;90;72;9;33;38;52;66;45;39;36;35;51;60;53;63;68;57;9;26;32;33;35;36;38;39;45;51;52;53;54;55;57;60;62;62;63;65;66;68;71;72;74;83;90
24;32;44;22;1;47;13;28;17;30;16;59;29;48;38;51;31;69;31;54;42;64;37;78;46;63;44;33;34;26;9;27;18;58;58;48;9;16;18;26;27;29;30;31;31;33;34;37;38;42;44;46;48;48;51;54;58;58;59;63;64;69;78
0;5;49;23;40;37;34;12;49;10;27;28;16;-7;39;17;42;33;24;7;53;54;77;67;79;61;98;49;33;71;54;44;82;67;32;66;-7;7;10;16;17;24;27;28;32;33;33;39;42;44;49;53;54;54;61;66;67;67;71;77;79;82;98
8;47;35;0;46;26;42;44;28;-9;37;18;37;42;20;33;77;60;84;74;60;25;77;53;60;60;43;36;25;17;70;90;64;50;63;49;-9;17;18;20;25;25;33;36;37;37;42;43;49;50;53;60;60;60;60;63;64;70;74;77;77;84;90
40;21;8;33;2;35;13;8;49;64;27;58;40;30;73;53;18;37;16;21;64;28;7;41;7;13;37;37;28;79;5;10;35;46;36;68;5;7;7;10;13;16;18;21;27;28;28;30;35;36;37;37;37;40;41;46;53;58;64;64;68;73;79
39;8;49;2;26;24;3;10;42;33;46;55;38;30;70;5;26;22;9;-2;40;33;74;73;32;40;74;-11;1;37;24;20;55;21;20;66;-11;-2;1;5;9;20;20;21;22;24;26;30;32;33;33;37;38;40;40;46;55;55;66;70;73;74;74
19;15;6;21;10;20;9;7;47;33;18;29;18;20;49;30;17;21;16;16;51;15;3;23;15;10;33;19;24;64;8;8;49;25;26;47;3;8;8;10;15;15;16;16;17;18;18;19;20;21;23;24;25;26;29;30;33;33;47;49;49;51;64
43;1;28;17;43;7;30;28;8;60;84;32;65;70;31;15;27;-9;30;21;-2;40;60;35;52;53;33;32;36;19;71;69;32;19;17;-2;-9;-2;-2;15;17;19;19;21;27;30;31;32;32;32;33;35;36;40;52;53;60;60;65;69;70;71;84
31;38;43;43;11;20;10;44;2;68;23;51;22;66;14;70;33;55;42;77;36;69;43;63;49;75;28;43;73;36;13;40;-2;27;44;20;-2;13;14;20;22;23;27;28;33;36;36;40;42;43;43;44;49;51;55;63;66;68;69;70;73;75;77
41;30;44;7;43;43;46;37;17;47;78;72;77;76;55;28;71;53;60;54;35;48;81;67;76;61;51;45;41;19;85;67;59;88;70;59;19;28;35;41;45;47;48;51;53;54;55;59;59;60;61;67;67;70;71;72;76;76;77;78;81;85;88
2;15;18;38;49;30;12;24;31;25;38;19;1;7;17;52;64;44;15;36;31;53;48;44;11;25;30;33;49;56;53;56;60;41;46;61;1;7;11;15;17;19;25;25;30;31;33;36;38;41;44;44;46;48;49;52;53;53;56;56;60;61;64
45;31;3;5;41;5;2;26;11;33;67;33;29;57;54;28;66;21;18;54;23;-1;24;-11;-5;18;6;6;27;0;42;58;47;-11;15;9;-11;-11;-5;-1;0;6;6;9;15;18;18;21;23;24;27;28;29;33;33;42;47;54;54;57;58;66;67
8;27;13;7;10;41;0;27;29;13;13;35;-9;31;28;17;34;67;23;38;47;15;20;50;-2;37;41;1;18;29;-8;21;22;32;50;52;-9;-8;-2;1;13;13;15;17;18;20;21;22;23;28;29;31;32;34;35;37;38;41;47;50;50;52;67
36;32;6;2;7;12;31;1;23;32;43;43;66;20;59;14;23;42;62;32;40;-12;-3;0;21;5;23;21;-6;23;30;-7;29;41;4;21;-12;-7;-6;-3;0;4;5;14;20;21;21;21;23;23;23;29;30;32;32;40;41;42;43;43;59;62;66
21;44;36;30;20;23;39;12;3;45;39;40;50;24;21;54;62;59;81;39;45;57;40;45;63;46;23;64;30;15;41;28;11;45;31;13;11;13;15;21;23;24;28;30;31;39;39;40;40;41;45;45;45;45;46;50;54;57;59;62;63;64;81
3;47;35;23;39;38;37;16;32;9;28;39;20;16;30;55;69;75;65;50;69;49;58;72;53;40;52;49;31;55;58;45;59;74;53;69;9;16;20;28;30;31;39;40;45;49;49;50;52;53;53;55;55;58;58;59;65;69;69;69;72;74;75
5;22;27;30;37;26;49;36;14;22;33;26;49;37;6;48;54;39;53;56;18;53;50;38;56;62;26;71;53;41;74;68;35;60;56;22;6;18;22;22;26;26;33;35;37;38;39;41;48;49;50;53;53;53;54;56;56;56;60;62;68;71;74
15;41;18;28;0;24;22;11;48;35;14;26;22;6;44;54;41;53;48;37;69;43;-2;34;37;10;46;50;34;67;15;9;44;29;16;68;-2;6;9;10;14;15;16;22;26;29;34;34;35;37;37;41;43;44;44;46;48;50;53;54;67;68;69
22;17;21;5;31;48;47;6;6;20;41;66;61;16;19;6;43;52;55;12;9;9;52;55;50;14;19;50;1;9;74;32;23;93;53;40;1;6;9;9;9;12;14;16;19;19;20;23;32;40;41;43;50;50;52;52;53;55;55;61;66;74;93
14;6;10;19;49;3;2;34;6;25;45;14;9;46;18;15;36;-9;-7;33;3;22;57;3;12;43;-3;4;39;25;50;64;38;-1;31;4;-9;-7;-3;-1;3;3;4;4;9;12;14;15;18;22;25;25;31;33;36;38;39;43;45;46;50;57;64
35;38;37;46;34;7;6;27;27;79;56;39;33;61;53;69;72;35;35;60;47;78;67;29;24;50;52;42;56;69;28;51;50;9;15;25;9;15;24;25;28;29;33;35;35;39;42;47;50;50;51;52;53;56;56;60;61;67;69;69;72;78;79
45;19;34;7;16;10;16;29;5;32;52;37;58;64;41;15;31;12;33;33;15;38;47;27;35;56;23;21;29;7;30;25;1;13;38;-3;-3;1;7;12;13;15;15;21;23;25;27;29;30;31;32;33;33;35;37;38;38;41;47;52;56;58;64
3;0;29;14;1;26;35;18;5;8;0;17;37;19;2;2;-10;16;35;4;-8;40;29;39;47;29;15;43;24;-1;31;1;-4;52;30;27;-10;-8;-4;-1;0;1;2;2;4;8;15;16;17;19;24;27;29;29;30;31;35;37;39;40;43;47;52
4;23;10;48;30;9;7;19;30;37;25;-4;9;18;21;64;43;21;17;28;53;56;32;8;9;27;22;45;66;69;20;32;40;14;18;32;-4;8;9;9;14;17;18;18;20;21;21;22;25;27;28;32;32;32;37;40;43;45;53;56;64;66;69
10;37;19;32;4;11;40;6;43;22;10;12;31;-3;45;66;27;37;59;24;71;49;8;21;39;21;42;58;34;64;32;5;28;34;16;50;-3;5;8;10;12;16;21;21;22;24;27;28;31;32;34;34;37;39;42;45;49;50;58;59;64;66;71
45;13;42;11;8;3;48;15;37;51;42;47;77;52;74;16;6;13;59;9;39;36;43;36;87;42;64;46;6;28;41;22;36;47;8;24;6;6;8;9;13;16;22;24;28;36;36;36;39;41;42;42;43;46;47;47;51;52;59;64;74;77;87
26;13;26;3;25;23;14;16;32;19;42;29;34;27;54;2;18;31;18;16;42;11;40;41;35;24;50;8;3;29;26;29;49;26;29;38;2;3;8;11;16;18;18;19;24;26;26;27;29;29;29;29;31;34;35;38;40;41;42;42;49;50;54
34;39;30;27;48;7;34;37;26;52;71;23;49;71;60;54;67;44;55;74;53;55;63;35;61;65;40;50;50;35;76;78;54;38;43;20;20;23;35;35;38;40;43;44;49;50;50;52;53;54;54;55;55;60;61;63;65;67;71;71;74;76;78
1;0;16;49;8;3;18;27;23;30;-2;-4;9;13;19;47;-4;-9;0;23;20;64;8;16;21;40;32;48;63;59;22;30;26;2;15;19;-9;-4;-4;-2;0;2;8;9;13;15;16;19;19;20;21;22;23;26;30;30;32;40;47;48;59;63;64
21;12;34;22;4;33;0;10;28;41;7;42;16;23;40;25;0;36;12;14;20;37;21;58;25;26;44;3;14;34;-7;-1;12;27;23;51;-7;-1;0;3;7;12;12;14;14;16;20;21;23;23;25;25;26;27;34;36;37;40;41;42;44;51;58
23;27;14;19;30;34;42;30;19;30;47;53;57;40;27;31;39;58;69;43;41;26;24;43;42;27;18;47;29;37;63;42;48;61;56;34;18;24;26;27;27;29;30;31;34;37;39;40;41;42;42;43;43;47;47;48;53;56;57;58;61;63;69
13;26;39;6;29;7;45;13;14;12;37;5;53;10;8;32;48;14;56;24;29;45;59;34;77;47;44;46;6;2;57;37;31;52;1;6;1;2;5;6;6;8;10;12;14;24;29;31;32;34;37;37;44;45;46;47;48;52;53;56;57;59;77
29;17;31;24;45;30;21;11;17;50;68;59;46;40;39;22;54;45;33;13;19;51;58;52;38;26;36;37;17;38;58;50;43;36;21;33;13;17;19;21;22;26;33;33;36;36;37;38;38;39;40;43;45;46;50;50;51;52;54;58;58;59;68
48;42;1;29;17;43;44;23;31;77;65;72;81;64;61;54;47;68;78;46;62;20;17;24;43;5;25;65;46;58;45;31;48;78;55;56;5;17;20;24;25;31;43;45;46;46;47;48;54;55;56;58;61;62;64;65;65;68;72;77;78;78;81
36;0;49;32;8;47;19;48;43;56;35;73;39;80;71;32;8;31;12;28;39;63;46;85;67;80;92;31;72;67;17;52;49;58;79;76;8;12;17;28;31;31;32;35;39;39;46;49;52;56;58;63;67;67;71;72;73;76;79;80;80;85;92
16;27;38;39;18;9;6;46;14;55;29;24;19;48;26;62;32;27;18;66;28;74;52;36;25;66;36;44;75;45;20;57;14;8;45;17;8;14;17;18;19;20;24;25;26;27;28;29;32;36;36;44;45;45;48;52;55;57;62;66;66;74;75
0;21;17;48;21;22;40;2;38;46;8;19;30;-8;29;65;22;23;57;21;49;52;27;35;48;6;37;88;42;67;53;22;53;42;15;60;-8;6;8;15;19;21;22;22;23;27;29;30;35;37;42;42;46;48;49;52;53;53;57;60;65;67;88
47;25;24;25;39;18;25;7;40;70;72;47;55;50;82;46;60;40;45;30;53;44;45;24;29;13;48;45;23;54;52;46;66;34;18;52;13;18;23;24;29;30;34;40;44;45;45;45;46;46;47;48;50;52;52;53;54;55;60;66;70;72;82
21;8;24;48;12;17;21;41;9;63;22;29;31;54;16;47;4;13;23;45;2;63;30;21;40;46;29;63;77;44;13;37;17;30;51;6;2;4;6;13;13;16;17;21;22;23;29;29;30;30;31;37;40;44;45;46;47;51;54;63;63;63;77
21;7;27;34;26;26;34;27;11;54;45;36;37;45;16;23;13;13;38;34;-2;59;46;36;58;42;19;50;50;25;52;44;30;59;49;35;-2;13;13;16;19;23;25;30;34;35;36;36;37;38;42;44;45;45;46;49;50;50;52;54;58;59;59
12;22;13;22;7;26;40;25;49;17;19;33;41;27;48;40;11;28;53;42;55;32;3;36;48;22;58;58;30;70;40;29;52;55;48;67;3;11;17;19;22;27;28;29;30;32;33;36;40;40;41;42;48;48;48;52;53;55;55;58;58;67;70
45;37;1;17;28;39;28;20;42;59;73;80;55;58;84;52;65;76;57;50;68;10;26;27;16;21;30;43;18;49;38;48;52;57;52;70;10;16;18;21;26;27;30;38;43;48;49;50;52;52;52;55;57;57;58;59;65;68;70;73;76;80;84
20;17;3;26;49;33;32;5;30;28;62;34;50;7;42;38;65;47;37;18;43;25;39;23;27;-6;16;39;18;45;74;34;74;59;32;56;-6;7;16;18;18;23;25;27;28;32;34;34;37;38;39;39;42;43;45;47;50;56;59;62;65;74;74
14;28;41;40;13;40;17;1;39;53;14;40;28;10;42;51;21;54;31;20;47;62;54;62;50;32;76;42;31;67;11;-3;41;52;35;69;-3;10;11;14;20;21;28;31;31;32;35;40;41;42;42;47;50;51;52;53;54;54;62;62;67;69;76
7;26;41;42;26;49;17;19;35;38;19;41;13;16;33;51;37;60;30;39;57;65;61;83;53;53;69;57;58;62;31;26;59;49;50;77;13;16;19;26;30;31;33;37;38;39;41;49;50;51;53;53;57;57;58;59;60;61;62;65;69;77;83
4;34;31;6;13;14;18;29;43;-2;16;17;5;15;35;21;32;42;42;59;76;22;36;44;35;45;61;7;31;35;23;40;55;13;39;43;-2;5;7;13;15;16;17;21;22;23;31;32;35;35;35;36;39;40;42;42;43;44;45;55;59;61;76
8;1;49;35;4;45;2;16;5;40;-4;40;-10;18;4;30;-10;32;1;4;-10;84;52;78;51;60;46;27;35;40;-11;6;-5;29;50;50;-11;-10;-10;-10;-5;-4;1;4;4;6;18;27;29;30;32;35;40;40;40;46;50;50;51;52;60;78;84
35;18;18;42;1;44;24;15;8;66;26;59;44;35;28;59;16;47;23;27;22;55;15;47;30;18;16;48;54;31;6;2;-8;68;55;52;-8;2;6;15;16;16;18;22;23;26;27;28;30;31;35;44;47;47;48;52;54;55;55;59;59;66;68
38;5;44;11;6;1;49;47;5;38;44;29;82;83;31;5;0;6;54;49;8;45;47;37;81;78;45;57;42;4;53;37;-3;37;43;0;-3;0;0;4;5;6;8;29;31;37;37;37;38;42;43;44;45;45;47;49;53;54;57;78;81;82;83
48;10;23;30;10;43;28;12;37;64;50;86;62;56;67;27;8;44;28;11;33;52;13;49;41;21;46;44;30;51;24;7;33;66;48;60;7;8;11;13;21;24;27;28;30;33;33;41;44;44;46;48;49;50;51;52;56;60;62;64;66;67;86
13;49;32;9;25;43;26;11;26;12;28;38;38;17;32;48;65;84;66;60;64;40;49;70;38;28;38;34;3;20;45;33;38;50;53;55;3;12;17;20;28;28;32;33;34;38;38;38;38;38;40;45;48;49;50;53;55;60;64;65;66;70;84
27;44;3;10;46;12;25;35;18;32;58;21;40;45;37;47;81;53;53;75;52;7;32;13;25;32;5;23;36;26;70;73;63;28;36;16;5;7;13;16;21;23;25;26;28;32;32;32;36;36;37;40;45;47;52;53;53;58;63;70;73;75;81
3;9;28;18;44;19;11;42;47;3;43;15;14;41;38;18;43;21;10;38;48;39;52;36;30;65;72;23;43;58;39;83;86;25;57;47;3;10;14;15;18;21;23;25;30;36;38;38;39;39;41;43;43;43;47;48;52;57;58;65;72;83;86
