q0p0;q0p1;q0p2;q0p3;q1p0;q1p1;q1p2;s[0, 4];s[0, 5];s[0, 6];s[1, 4];s[1, 5];s[1, 6];s[2, 4];s[2, 5];s[2, 6];s[3, 4];s[3, 5];s[3, 6];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8;cost_ranking 9;cost_ranking 10;cost_ranking 11
16;30;45;8;31;13;38;28;13;53;61;34;55;69;49;64;23;7;38;7;13;23;28;34;38;49;53;55;61;64;69
24;33;13;40;0;6;10;14;18;29;29;37;39;2;6;19;40;40;38;2;6;14;18;19;29;29;37;38;39;40;40
23;22;33;16;27;18;46;50;33;66;38;22;64;53;42;69;32;30;44;22;30;32;33;38;42;44;50;53;64;66;69
26;8;45;34;1;12;29;23;33;38;-3;9;36;41;47;63;29;44;57;-3;9;23;29;33;36;38;41;44;47;57;63
28;34;11;8;4;4;15;21;26;43;19;31;41;0;-2;9;3;-1;13;-2;-1;0;3;9;13;19;21;26;31;41;43
24;21;13;21;4;8;23;8;20;46;25;21;36;16;15;33;19;22;43;8;15;16;19;20;21;22;25;33;36;43;46
19;2;15;34;42;30;21;42;37;37;29;31;13;46;30;28;73;49;55;13;28;29;30;31;37;37;42;46;49;55;73
25;15;21;42;32;46;43;37;68;66;34;42;50;40;62;44;73;75;74;34;37;40;42;44;50;62;66;68;73;74;75
39;38;29;39;47;15;28;85;46;50;67;52;59;60;42;46;72;45;56;42;45;46;46;50;52;56;59;60;67;72;85
7;24;47;18;12;30;21;2;35;8;29;35;38;59;60;53;20;48;39;2;8;20;29;35;35;38;39;48;53;59;60
39;8;34;0;2;17;42;32;52;67;-6;8;31;31;31;62;-15;10;41;-15;-6;8;10;31;31;31;32;41;52;62;67
34;1;34;6;49;3;2;64;30;24;34;1;-13;64;22;35;51;-8;-10;-13;-10;-8;1;22;24;30;34;35;51;64;64
0;15;35;20;28;28;48;13;22;35;35;23;47;58;60;70;38;47;68;13;22;23;35;35;38;47;47;58;60;68;70
46;12;34;17;15;23;28;55;59;67;14;19;28;32;53;45;22;39;30;14;19;22;28;30;32;39;45;53;55;59;67
6;5;4;10;39;16;29;27;13;21;38;8;29;42;0;21;47;20;39;0;8;13;20;21;21;27;29;38;39;42;47
43;8;14;34;16;41;20;56;70;55;20;48;27;20;47;30;48;61;52;20;20;27;30;47;48;48;52;55;56;61;70
46;16;48;8;35;36;2;67;74;28;49;48;7;69;64;39;39;41;-7;-7;7;28;39;39;41;48;49;64;67;69;74
28;13;1;40;9;47;30;25;73;42;4;49;25;-5;28;28;40;75;65;-5;4;25;25;28;28;40;42;49;65;73;75
20;43;14;7;41;37;17;55;38;36;76;78;51;55;39;20;37;43;15;15;20;36;37;38;39;43;51;55;55;76;78
6;3;0;39;47;23;22;51;24;19;44;16;5;38;21;21;76;44;59;5;16;19;21;21;24;38;44;44;51;59;76
47;35;14;46;37;35;23;64;67;70;67;62;38;50;33;29;66;69;63;29;33;38;50;62;63;64;66;67;67;69;70
14;41;35;18;23;11;45;27;5;48;63;48;77;57;43;75;37;15;43;5;15;27;37;43;43;48;48;57;63;75;77
44;8;49;6;22;22;4;48;53;29;17;26;-1;58;57;50;18;9;5;-1;5;9;17;18;26;29;48;50;53;57;58
38;12;5;3;49;33;12;72;58;34;58;29;23;51;37;-2;52;24;-2;-2;-2;23;24;29;34;37;51;52;58;58;72
46;39;16;11;34;19;35;65;47;80;64;49;72;48;23;34;39;24;41;23;24;34;39;41;47;48;49;64;65;72;80
46;22;9;6;37;9;45;83;44;72;43;29;65;44;16;39;42;8;40;8;16;29;39;40;42;43;44;44;65;72;83
30;29;49;2;43;9;34;60;36;62;58;31;55;76;44;68;38;-5;22;-5;22;31;36;38;44;55;58;60;62;68;76
8;35;15;48;45;22;47;33;16;40;76;51;69;58;27;58;92;64;79;16;27;33;40;51;58;58;64;69;76;79;92
12;34;41;12;35;36;36;38;47;46;56;64;64;60;74;76;27;43;35;27;35;38;43;46;47;56;60;64;64;74;76
12;21;7;8;11;44;47;18;54;42;19;61;61;11;49;45;8;42;53;8;11;18;19;42;42;45;49;53;54;61;61
44;20;41;42;5;31;16;32;59;51;16;32;23;38;67;48;30;55;43;16;23;30;32;32;38;43;48;51;55;59;67
9;20;46;15;17;43;4;21;40;13;19;55;22;46;87;32;23;42;16;13;16;19;21;22;23;32;40;42;46;55;87
34;9;40;20;0;10;7;16;35;29;-11;10;6;21;44;28;16;16;8;-11;6;8;10;16;16;16;21;28;29;35;44
11;45;39;9;38;24;31;46;19;26;63;69;60;67;48;57;42;32;25;19;25;26;32;42;46;48;57;60;63;67;69
43;47;8;38;34;2;8;65;44;37;70;29;40;36;-1;-4;54;23;36;-4;-1;23;29;36;36;37;40;44;54;65;70
41;31;38;13;22;3;19;43;36;60;38;26;38;50;28;57;35;16;13;13;16;26;28;35;36;38;38;43;50;57;60
28;45;46;22;27;15;23;37;42;31;55;48;51;71;45;66;33;26;42;26;31;33;37;42;42;45;48;51;55;66;71
4;3;7;5;42;32;21;40;22;6;45;17;18;35;33;17;36;25;16;6;16;17;17;18;22;25;33;35;36;40;45
32;35;33;0;12;40;39;27;65;60;33;71;56;30;64;60;-1;38;30;-1;27;30;30;33;38;56;60;60;64;65;71
35;37;36;16;20;28;27;47;47;59;48;64;60;45;55;51;23;42;28;23;28;42;45;47;47;48;51;55;59;60;64
17;2;36;12;30;36;40;27;47;37;30;28;41;56;70;69;40;48;39;27;28;30;37;39;40;41;47;48;56;69;70
2;40;17;48;24;31;42;17;27;38;55;66;70;32;42;46;68;74;70;17;27;32;38;42;46;55;66;68;70;70;74
47;35;28;35;38;7;9;72;37;46;73;38;35;53;17;20;55;35;28;17;20;28;35;35;37;38;46;53;55;72;73
9;2;27;37;4;8;38;5;14;28;-9;-5;32;14;33;55;36;43;70;-9;-5;5;14;14;28;32;33;36;43;55;70
27;16;31;44;7;25;16;29;37;27;21;25;20;28;36;46;46;68;50;20;21;25;27;28;29;36;37;46;46;50;68
44;2;38;24;39;28;2;68;68;34;35;27;-5;76;66;26;49;42;21;-5;21;26;27;34;35;42;49;66;68;68;76
48;16;19;10;4;12;38;37;50;73;19;24;41;21;12;48;13;4;43;4;12;13;19;21;24;37;41;43;48;50;73
12;0;18;26;14;14;5;15;13;17;13;9;-7;32;31;7;36;36;23;-7;7;9;13;13;15;17;23;31;32;36;36
8;33;0;35;16;32;6;23;20;5;34;59;37;4;14;-5;40;60;39;-5;4;5;14;20;23;34;37;39;40;59;60
13;2;24;20;31;35;36;34;36;48;24;20;18;47;43;48;34;42;54;18;20;24;34;34;36;42;43;47;48;48;54
43;26;41;48;1;32;15;42;64;51;22;41;35;41;57;44;34;69;48;22;34;35;41;41;42;44;48;51;57;64;69
48;46;27;44;27;14;23;74;59;63;55;60;64;43;27;34;62;53;56;27;34;43;53;55;56;59;60;62;63;64;74
37;40;35;16;23;23;48;55;48;82;51;54;74;47;39;76;37;19;55;19;37;39;47;48;51;54;55;55;74;76;82
25;8;7;43;32;17;14;56;32;33;30;19;18;24;7;2;62;55;48;2;7;18;19;24;30;32;33;48;55;56;62
47;8;33;1;12;43;44;44;75;86;2;51;40;44;59;72;4;24;38;2;4;24;38;40;44;44;51;59;72;75;86
34;46;1;12;48;13;34;70;43;60;84;40;64;47;12;16;44;8;33;8;12;16;33;40;43;44;47;60;64;70;84
11;30;46;41;39;12;42;38;7;45;50;39;68;72;39;79;72;48;77;7;38;39;39;45;48;50;68;72;72;77;79
18;9;15;46;9;19;11;27;37;18;18;15;13;16;18;23;46;57;48;13;15;16;18;18;18;23;27;37;46;48;57
43;46;18;48;49;42;46;89;68;80;87;70;80;60;40;44;96;86;79;40;44;60;68;70;79;80;80;86;87;89;96
22;23;12;4;40;4;42;50;14;46;46;16;53;32;8;37;28;-1;41;-1;8;14;16;28;32;37;41;46;46;50;53
22;7;18;16;16;37;19;38;40;33;14;27;12;32;43;23;24;43;31;12;14;23;24;27;31;32;33;38;40;43;43
39;44;1;35;24;34;12;59;54;41;55;70;54;19;31;12;55;64;28;12;19;28;31;41;54;54;55;55;59;64;70
24;3;11;45;29;43;22;51;67;39;17;45;7;28;35;13;61;84;48;7;13;17;28;35;39;45;48;51;61;67;84
5;39;40;30;40;7;36;28;9;35;65;38;58;68;47;66;53;23;47;9;23;28;35;38;47;47;53;58;65;66;68
49;45;6;46;37;23;11;68;55;57;78;58;50;36;18;8;66;68;44;8;18;36;44;50;55;57;58;66;68;68;78
18;39;39;6;1;4;28;13;3;38;39;38;65;30;25;53;-8;8;29;-8;3;8;13;25;29;30;38;38;39;53;65
5;4;24;33;19;8;31;22;4;23;23;-2;26;34;20;43;44;37;52;-2;4;20;22;23;23;26;34;37;43;44;52
0;7;5;19;47;28;44;32;26;24;39;30;46;41;22;43;60;37;61;22;24;26;30;32;37;39;41;43;46;60;61
17;5;20;44;42;40;4;43;43;10;42;40;-4;53;58;9;81;69;47;-4;9;10;40;42;43;43;47;53;58;69;81
25;18;6;6;11;1;22;16;7;27;14;18;31;15;0;25;13;5;23;0;5;7;13;14;15;16;18;23;25;27;31
20;0;23;38;19;20;26;28;36;32;4;1;17;28;30;43;37;54;53;1;4;17;28;28;30;32;36;37;43;53;54
33;31;6;44;3;32;47;32;64;65;15;57;76;4;27;52;37;76;81;4;15;27;32;37;52;57;64;65;76;76;81
33;45;41;26;47;40;42;71;58;69;74;79;80;69;79;75;56;65;65;56;58;65;65;69;69;71;74;75;79;79;80
4;22;23;0;20;37;25;19;23;19;31;54;46;26;59;28;8;33;23;8;19;19;23;23;26;28;31;33;46;54;59
32;9;3;9;37;46;40;57;76;58;32;45;35;28;38;32;45;47;34;28;32;32;34;35;38;45;45;47;57;58;76
17;4;4;41;28;24;0;26;27;15;14;25;-10;13;23;1;68;63;38;-10;1;13;14;15;23;25;26;27;38;63;68
49;3;23;33;27;0;37;60;45;73;25;-12;27;48;18;40;45;32;51;-12;18;25;27;32;40;45;45;48;51;60;73
47;17;34;41;41;6;31;71;42;68;50;12;38;63;35;59;71;31;61;12;31;35;38;42;50;59;61;63;68;71;71
5;10;32;13;16;7;5;18;10;5;22;8;8;28;36;32;17;20;3;3;5;8;8;10;17;18;20;22;28;32;36
47;17;41;39;4;12;40;42;52;78;15;19;37;39;48;80;38;41;66;15;19;37;38;39;41;42;48;52;66;78;80
31;0;17;17;47;23;13;69;45;43;39;17;-7;64;25;26;45;37;25;-7;17;25;25;26;37;39;43;45;45;64;69
4;24;1;27;18;14;29;19;4;21;38;19;36;12;7;10;38;25;40;4;7;10;12;19;19;21;25;36;38;38;40
0;3;4;34;23;37;8;14;21;5;24;34;4;10;41;6;57;66;22;4;5;6;10;14;21;22;24;34;41;57;66
48;22;18;10;49;41;35;93;70;76;52;44;49;67;40;51;41;32;30;30;32;40;41;44;49;51;52;67;70;76;93
41;5;29;18;25;20;32;65;41;65;23;21;34;40;45;42;31;29;39;21;23;29;31;34;39;40;41;42;45;65;65
48;34;39;3;12;24;28;43;68;67;31;41;42;38;46;67;6;19;20;6;19;20;31;38;41;42;43;46;67;67;68
35;15;42;33;24;1;39;39;24;74;30;13;52;61;36;65;39;31;69;13;24;30;31;36;39;39;52;61;65;69;74
39;49;26;3;19;31;9;52;54;37;60;75;50;35;47;17;12;29;11;11;12;17;29;35;37;47;50;52;54;60;75
5;22;25;31;6;17;0;2;2;-9;19;36;19;27;39;8;27;41;14;-9;2;2;8;14;19;19;27;27;36;39;41
16;40;30;24;15;3;30;30;10;44;43;43;51;33;21;50;32;25;42;10;21;25;30;32;33;42;43;43;44;50;51
45;43;1;34;42;18;4;84;48;42;75;42;41;25;10;-10;70;45;27;-10;10;25;27;41;42;42;45;48;70;75;84
35;48;9;45;36;34;32;53;68;57;67;65;60;25;26;27;64;68;62;25;26;27;53;57;60;62;64;65;67;68;68
5;24;16;0;17;41;15;5;42;15;37;54;38;24;55;31;16;37;8;5;8;15;16;24;31;37;37;38;42;54;55
24;22;34;0;47;11;33;55;31;41;64;29;47;74;25;65;41;5;28;5;25;28;29;31;41;41;47;55;64;65;74
41;37;3;11;39;46;9;66;79;47;75;72;27;42;35;10;42;46;1;1;10;27;35;42;42;46;47;66;72;75;79
1;7;27;20;14;43;37;15;30;32;1;42;41;40;64;51;31;52;37;1;15;30;31;32;37;40;41;42;51;52;64
40;7;10;20;41;30;12;67;54;39;43;29;16;43;28;12;42;42;23;12;16;23;28;29;39;42;42;43;43;54;67
19;48;4;16;1;10;45;4;14;59;45;49;76;2;-3;42;6;12;60;-3;2;4;6;12;14;42;45;49;59;60;76
27;45;8;41;28;42;2;35;65;23;72;79;30;32;42;-2;61;66;32;-2;23;30;32;32;35;42;61;65;66;72;79
29;36;36;5;25;27;23;43;54;44;45;51;52;59;57;40;22;13;23;13;22;23;40;43;44;45;51;52;54;57;59
34;21;43;6;1;20;37;29;34;56;13;25;45;33;62;68;7;9;28;7;9;13;25;28;29;33;34;45;56;62;68
19;8;13;46;43;36;14;43;51;13;37;33;18;40;30;27;76;69;50;13;18;27;30;33;37;40;43;50;51;69;76
33;41;43;32;46;10;26;60;33;52;68;41;49;69;37;54;59;40;55;33;37;40;41;49;52;54;55;59;60;68;69
11;41;31;12;46;41;7;46;36;-1;81;66;33;62;61;18;51;49;-1;-1;-1;18;33;36;46;49;51;61;62;66;81
5;45;33;23;36;15;40;27;8;42;69;40;77;54;29;61;52;20;52;8;20;27;29;40;42;52;52;54;61;69;77
48;33;37;0;7;1;17;50;33;61;39;14;48;36;18;36;-8;-15;11;-15;-8;11;14;18;33;36;36;39;48;50;61
14;49;31;0;48;4;33;50;4;31;95;48;64;76;22;50;40;-10;25;-10;4;22;25;31;40;48;50;50;64;76;95
12;15;46;34;42;30;42;38;25;44;43;34;46;83;60;68;64;53;60;25;34;38;43;44;46;53;60;60;64;68;83
7;33;28;26;27;2;35;27;5;35;57;35;53;46;17;49;48;27;60;5;17;27;27;35;35;46;48;49;53;57;60
48;0;26;34;35;40;19;63;68;60;27;38;16;45;66;29;64;59;41;16;27;29;38;41;45;59;60;63;64;66;68
31;31;43;16;9;13;12;23;28;40;26;33;33;33;43;52;23;27;25;23;23;25;26;27;28;33;33;33;40;43;52
12;28;40;3;38;45;4;41;45;16;64;71;14;58;80;42;27;36;2;2;14;16;27;36;41;42;45;58;64;71;80
38;15;12;36;24;25;10;47;62;44;22;36;13;28;32;8;47;61;44;8;13;22;28;32;36;44;44;47;47;61;62
11;5;1;13;40;28;33;46;28;30;42;27;21;38;18;33;45;21;30;18;21;21;27;28;30;30;33;38;42;45;46
0;19;31;21;8;28;1;7;25;-7;12;30;4;21;43;32;29;48;14;-7;4;7;12;14;21;25;29;30;32;43;48
22;48;46;24;21;23;36;33;35;56;54;69;74;60;53;73;44;28;45;28;33;35;44;45;53;54;56;60;69;73;74
35;49;33;37;18;25;0;53;44;34;62;69;45;36;50;33;55;53;23;23;33;34;36;44;45;50;53;53;55;62;69
45;39;38;21;18;1;30;50;44;63;54;24;61;54;32;57;28;3;35;3;24;28;32;35;44;50;54;54;57;61;63
25;18;18;3;4;38;11;24;56;23;16;56;28;19;48;12;-4;33;6;-4;6;12;16;19;23;24;28;33;48;56;56
37;11;31;13;10;9;41;30;45;75;4;1;43;23;32;55;10;11;37;1;4;10;11;23;30;32;37;43;45;55;75
42;7;30;7;28;18;26;59;42;62;21;22;20;55;33;52;28;23;15;15;20;21;22;23;28;33;42;52;55;59;62
33;15;36;18;8;47;41;37;68;72;12;60;41;41;67;72;22;53;53;12;22;37;41;41;53;53;60;67;68;72;72
36;31;14;18;0;49;22;19;84;53;20;78;42;10;55;17;10;65;28;10;10;17;19;20;28;42;53;55;65;78;84
29;45;49;5;34;25;14;50;51;37;63;51;43;66;56;44;36;16;5;5;16;36;37;43;44;50;51;51;56;63;66
34;33;36;21;4;17;5;31;45;19;29;34;28;39;44;28;6;25;15;6;15;19;25;28;28;29;31;34;39;44;45
1;32;25;49;28;24;15;12;23;2;56;46;45;34;37;29;57;57;51;2;12;23;29;34;37;45;46;51;56;57;57
43;1;16;44;21;28;47;60;71;76;9;23;40;23;44;58;52;60;77;9;23;23;40;44;52;58;60;60;71;76;77
41;8;12;5;28;39;41;62;66;73;21;35;48;37;43;47;21;38;45;21;21;35;37;38;43;45;47;48;62;66;73
2;26;24;49;9;6;24;-9;-9;18;19;29;45;30;20;39;58;49;64;-9;-9;18;19;20;29;30;39;45;49;58;64
29;23;16;29;38;13;38;52;31;49;48;33;57;35;21;35;59;33;64;21;31;33;33;35;35;48;49;52;57;59;64
15;15;43;20;19;34;13;25;29;17;24;35;24;50;69;42;33;41;19;17;19;24;24;25;29;33;35;41;42;50;69
9;12;22;43;22;43;3;11;44;0;32;44;-4;30;49;22;62;71;37;-4;0;11;22;30;32;37;44;44;49;62;71
2;15;33;18;40;1;39;23;0;32;47;4;50;67;15;55;51;13;45;0;4;13;15;23;32;45;47;50;51;55;67
19;7;19;37;39;37;41;57;43;60;34;24;35;49;43;52;57;55;64;24;34;35;43;43;49;52;55;57;57;60;64
7;44;17;21;31;46;46;28;46;52;57;70;71;34;49;51;36;64;66;28;34;36;46;49;51;52;57;64;66;70;71
35;44;32;24;31;29;38;56;45;69;57;54;77;53;57;51;35;46;50;35;45;46;50;51;53;54;56;57;57;69;77
37;46;16;6;42;47;49;66;80;67;72;73;90;52;47;65;32;52;53;32;47;52;52;53;65;66;67;72;73;80;90
24;19;14;24;33;43;29;56;62;40;33;61;42;46;52;27;46;58;41;27;33;40;41;42;46;46;52;56;58;61;62
22;21;40;22;44;49;1;48;63;16;48;50;2;74;86;29;60;59;19;2;16;19;29;48;48;50;59;60;63;74;86
23;7;16;16;30;38;8;42;53;22;34;35;13;40;38;19;29;34;9;9;13;19;22;29;34;34;35;38;40;42;53
23;37;6;15;41;14;49;59;21;70;61;32;69;41;13;43;55;19;58;13;19;21;32;41;43;55;58;59;61;69;70
38;8;15;32;10;25;16;31;61;49;18;33;22;14;23;19;38;38;40;14;18;19;22;23;31;33;38;38;40;49;61
48;41;32;8;32;23;30;69;51;66;65;54;68;46;50;54;23;30;31;23;30;31;46;50;51;54;54;65;66;68;69
8;16;2;48;33;0;4;23;1;-4;35;15;19;32;-16;-3;73;42;50;-16;-4;-3;1;15;19;23;32;35;42;50;73
38;40;26;3;37;15;18;61;35;36;75;44;51;50;28;31;24;16;18;16;18;24;28;31;35;36;44;50;51;61;75
49;18;49;39;18;20;9;58;65;40;17;36;12;47;57;45;53;49;41;12;17;36;40;41;45;47;49;53;57;58;65
47;49;0;14;3;41;27;39;75;64;42;75;71;1;37;8;3;54;37;1;3;8;37;37;39;42;54;64;71;75;75
2;41;49;16;40;19;42;32;1;37;61;43;71;73;52;87;39;20;52;1;20;32;37;39;43;52;52;61;71;73;87
1;13;14;39;26;49;13;25;50;-6;35;47;7;40;61;24;58;81;41;-6;7;24;25;35;40;41;47;50;58;61;81
5;36;36;13;17;1;26;16;2;20;43;31;54;47;31;43;26;13;37;2;13;16;20;26;31;31;37;43;43;47;54
38;33;28;42;23;49;6;41;84;43;36;63;36;38;58;25;53;87;48;25;36;36;38;41;43;48;53;58;63;84;87
25;47;33;25;18;34;16;32;53;39;59;81;54;49;52;37;39;40;21;21;32;37;39;39;40;49;52;53;54;59;81
36;9;0;6;5;28;26;38;57;48;10;19;17;5;8;13;8;17;20;5;8;8;10;13;17;17;19;20;38;48;57
15;30;42;33;7;15;21;13;21;19;25;25;43;39;43;46;35;41;43;13;19;21;25;25;35;39;41;43;43;43;46
16;48;16;14;11;49;49;21;50;57;50;83;89;14;57;57;24;53;43;14;21;24;43;50;50;53;57;57;57;83;89
12;30;45;24;16;27;21;11;30;25;28;39;50;45;52;61;22;44;41;11;22;25;28;30;39;41;44;45;50;52;61
21;38;37;4;15;33;13;19;47;27;48;61;42;36;63;44;5;37;1;1;5;19;27;36;37;42;44;47;48;61;63
27;25;35;14;42;18;0;68;28;15;63;33;24;74;42;29;49;28;9;9;15;24;28;28;29;33;42;49;63;68;74
22;34;4;30;12;38;8;15;42;25;41;69;22;16;26;-3;29;66;28;-3;15;16;22;25;26;28;29;41;42;66;69
1;41;44;29;29;36;46;20;23;34;69;67;78;53;76;86;50;48;67;20;23;34;48;50;53;67;67;69;76;78;86
26;31;36;35;16;49;40;36;72;66;35;78;58;49;70;61;48;84;74;35;36;48;49;58;61;66;70;72;74;78;84
19;22;42;37;39;16;36;54;26;55;53;37;48;66;56;72;76;47;64;26;37;47;48;53;54;55;56;64;66;72;76
29;30;24;23;13;40;15;25;56;28;43;51;43;19;57;19;16;51;27;16;19;19;25;27;28;43;43;51;51;56;57
32;34;45;24;8;12;19;22;34;47;38;30;38;47;48;59;29;34;37;22;29;30;34;34;37;38;38;47;47;48;59
29;16;24;46;8;22;35;31;31;46;11;29;31;14;40;40;45;61;69;11;14;29;31;31;31;40;40;45;46;61;69
39;49;17;42;13;4;5;48;32;40;42;37;53;12;16;19;50;28;34;12;16;19;28;32;34;37;40;42;48;50;53
14;16;29;43;17;42;47;24;38;59;23;39;48;36;53;73;48;76;78;23;24;36;38;39;48;48;53;59;73;76;78
7;5;20;47;4;0;49;-4;-7;36;-6;-10;47;13;9;68;38;30;88;-10;-7;-6;-4;9;13;30;36;38;47;68;88
20;49;15;35;17;4;35;29;13;37;62;48;76;17;1;49;35;19;52;1;13;17;19;29;35;37;48;49;52;62;76
23;13;9;9;8;20;21;15;30;40;1;15;18;12;19;12;0;26;14;0;1;12;12;14;15;15;18;19;26;30;40
41;40;28;13;27;19;41;65;56;76;67;55;74;38;42;51;24;13;36;13;24;36;38;42;51;55;56;65;67;74;76
1;22;7;10;44;12;14;43;-3;7;54;17;16;44;16;11;35;8;13;-3;7;8;11;13;16;16;17;35;43;44;54
27;22;44;0;41;20;3;64;29;30;48;39;17;70;51;46;39;6;1;1;6;17;29;30;39;39;46;48;51;64;70
17;7;38;14;11;8;42;18;14;43;14;10;37;43;38;66;16;19;49;10;14;14;16;18;19;37;38;43;43;49;66
12;16;29;49;38;28;37;36;27;46;46;26;39;48;48;59;69;60;74;26;27;36;39;46;46;48;48;59;60;69;74
5;42;29;29;13;5;37;6;5;30;52;28;61;23;26;66;33;30;55;5;6;23;26;28;30;30;33;52;55;61;66
22;6;13;7;14;26;35;24;37;52;16;32;29;20;30;41;4;28;25;4;16;20;24;25;28;29;30;32;37;41;52
30;14;44;24;11;18;5;40;32;35;17;24;5;36;53;43;28;28;18;5;17;18;24;28;28;32;35;36;40;43;53
48;19;42;15;41;45;19;84;75;49;50;54;28;78;74;57;55;44;23;23;28;44;49;50;54;55;57;74;75;78;84
6;5;46;2;11;41;43;17;28;49;4;46;31;43;75;89;3;31;38;3;4;17;28;31;31;38;43;46;49;75;89
37;23;33;6;36;32;35;60;68;68;44;42;55;69;57;57;22;22;38;22;22;38;42;44;55;57;57;60;68;68;69
9;22;20;47;39;22;16;39;28;17;45;40;28;53;35;30;68;52;50;17;28;28;30;35;39;40;45;50;52;53;68
10;14;47;27;26;44;48;33;50;41;39;56;55;70;81;80;36;61;61;33;36;39;41;50;55;56;61;61;70;80;81
28;44;44;7;23;21;3;32;35;22;64;52;27;60;59;31;22;14;1;1;14;22;22;27;31;32;35;52;59;60;64
7;33;27;8;9;39;45;1;45;44;24;65;60;17;62;57;9;46;42;1;9;17;24;42;44;45;46;57;60;62;65
31;45;20;1;35;12;6;59;30;30;80;50;39;35;19;10;29;2;4;2;4;10;19;29;30;30;35;39;50;59;80
44;3;0;0;30;49;0;61;93;42;30;37;3;12;38;-7;10;38;-13;-13;-7;3;10;12;30;37;38;38;42;61;93
40;0;31;3;34;13;37;71;50;57;14;-5;22;51;25;59;30;8;28;-5;8;14;22;25;28;30;50;51;57;59;71
9;43;16;20;48;30;16;41;21;19;82;53;54;46;38;31;63;39;29;19;21;29;31;38;39;41;46;53;54;63;82
13;9;29;18;13;35;16;23;46;11;16;31;25;35;58;40;30;50;17;11;16;17;23;25;30;31;35;40;46;50;58
22;37;20;6;10;20;24;23;26;29;41;51;44;26;21;28;0;17;18;0;17;18;21;23;26;26;28;29;41;44;51
42;49;8;1;34;39;17;71;75;51;65;87;59;27;29;13;23;38;7;7;13;23;27;29;38;51;59;65;71;75;87
18;4;23;29;43;47;49;60;52;60;37;48;36;53;54;55;56;57;68;36;37;48;52;53;54;55;56;57;60;60;68
18;23;0;19;43;33;37;43;33;37;55;48;41;32;33;33;54;32;38;32;32;33;33;33;37;38;41;43;48;54;55
38;45;28;5;23;9;49;47;33;75;67;34;91;39;29;67;18;13;40;13;18;29;33;34;39;40;47;67;67;75;91
19;23;1;8;9;26;26;12;31;34;31;35;29;-4;13;15;14;26;17;-4;12;13;14;15;17;26;29;31;31;34;35
2;22;4;21;2;27;6;-2;18;7;6;37;8;6;26;-6;15;34;18;-6;-2;6;6;7;8;15;18;18;26;34;37
27;40;4;3;19;9;11;40;35;36;52;44;40;19;-2;2;15;-7;11;-7;-2;2;11;15;19;35;36;40;40;44;52
41;29;27;47;37;8;9;62;39;39;65;34;22;46;19;33;76;40;54;19;22;33;34;39;39;40;46;54;62;65;76
22;7;12;19;24;38;19;39;44;31;28;34;8;24;35;16;31;55;35;8;16;24;28;31;31;34;35;35;39;44;55
18;8;48;42;34;32;47;39;37;45;41;24;38;70;65;83;62;57;77;24;37;38;39;41;45;57;62;65;70;77;83
8;17;38;8;19;26;42;17;19;30;24;43;39;50;52;66;17;19;35;17;17;19;19;24;30;35;39;43;50;52;66
49;48;45;49;30;22;16;77;60;64;64;58;59;61;67;57;78;67;59;57;58;59;59;60;61;64;64;67;67;77;78
36;46;31;7;39;45;38;70;69;63;80;78;73;55;60;62;36;39;45;36;39;45;55;60;62;63;69;70;73;78;80
25;21;19;44;13;2;31;25;14;39;23;8;37;29;16;48;44;31;63;8;14;16;23;25;29;31;37;39;44;48;63
45;19;3;11;5;43;46;39;69;83;4;55;60;7;36;45;2;40;43;2;4;7;36;39;40;43;45;55;60;69;83
24;35;25;32;10;11;47;17;15;56;37;29;70;16;29;56;22;27;74;15;16;17;22;27;29;29;37;56;56;70;74
16;35;6;0;12;41;36;27;43;43;31;72;60;-2;32;26;1;33;21;-2;1;21;26;27;31;32;33;43;43;60;72
42;46;29;6;15;6;47;42;37;88;46;33;73;39;32;57;4;7;39;4;7;32;33;37;39;39;42;46;57;73;88
19;27;33;2;36;33;16;45;34;23;44;59;42;63;52;46;34;23;2;2;23;23;34;34;42;44;45;46;52;59;63
12;10;3;47;29;18;47;37;14;44;24;18;42;25;16;34;68;62;86;14;16;18;24;25;34;37;42;44;62;68;86
7;27;42;33;31;35;47;26;35;48;57;62;62;56;59;75;46;61;61;26;35;46;48;56;57;59;61;61;62;62;75
11;36;46;40;28;10;15;23;5;26;48;29;50;59;38;44;60;42;42;5;23;26;29;38;42;42;44;48;50;59;60
24;25;6;44;39;47;34;53;70;54;61;67;49;29;50;39;78;90;76;29;39;49;50;53;54;61;67;70;76;78;90
47;39;4;2;39;49;24;85;77;61;60;69;50;30;39;15;28;36;15;15;15;28;30;36;39;50;60;61;69;77;85
7;2;26;5;1;1;38;-9;-8;39;-16;-12;22;21;7;46;-4;-2;43;-16;-12;-9;-8;-4;-2;7;21;22;39;43;46
20;1;46;42;13;29;7;27;37;25;13;23;2;48;60;43;49;56;39;2;13;23;25;27;37;39;43;48;49;56;60
14;20;3;43;42;25;40;41;27;54;46;45;45;43;25;41;68;55;80;25;27;41;41;43;45;45;46;54;55;68;80
6;19;46;35;47;18;21;46;17;14;57;36;21;87;57;56;65;43;38;14;17;21;36;38;43;46;56;57;57;65;87
